PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
6967.00,OO,SkyWest Airlines Inc.,14869,SLC,Salt Lake City, UT,11292,DEN,Denver, CO,673,7,
6968.00,WN,Southwest Airlines Co.,14831,SJC,San Jose, CA,12892,LAX,Los Angeles, CA,614,7,
6968.00,G4,Allegiant Air,13256,MFE,Mission/McAllen/Edinburg, TX,12889,LAS,Las Vegas, NV,698,7,
6969.00,AS,Alaska Airlines Inc.,14107,PHX,Phoenix, AZ,14747,SEA,Seattle, WA,634,7,
6973.00,F9,Frontier Airlines Inc.,14100,PHL,Philadelphia, PA,14843,SJU,San Juan, PR,699,7,
6973.00,WN,Southwest Airlines Co.,10423,AUS,Austin, TX,14831,SJC,San Jose, CA,614,7,
6974.00,WN,Southwest Airlines Co.,11292,DEN,Denver, CO,10821,BWI,Baltimore, MD,612,7,
6975.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,12173,HNL,Honolulu, HI,623,7,
6979.00,WN,Southwest Airlines Co.,12892,LAX,Los Angeles, CA,10140,ABQ,Albuquerque, NM,612,7,
6980.00,AA,American Airlines Inc.,14122,PIT,Pittsburgh, PA,11057,CLT,Charlotte, NC,694,7,
6984.00,G4,Allegiant Air,12889,LAS,Las Vegas, NV,11638,FAT,Fresno, CA,698,7,
6989.00,YV,Mesa Airlines Inc.,12266,IAH,Houston, TX,11278,DCA,Washington, DC,673,7,
6989.00,WN,Southwest Airlines Co.,14683,SAT,San Antonio, TX,12889,LAS,Las Vegas, NV,614,7,
6991.00,WN,Southwest Airlines Co.,15016,STL,St. Louis, MO,14492,RDU,Raleigh/Durham, NC,612,7,
6992.00,YV,Mesa Airlines Inc.,11540,ELP,El Paso, TX,11298,DFW,Dallas/Fort Worth, TX,638,7,
6993.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,10397,ATL,Atlanta, GA,694,7,
6995.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,14057,PDX,Portland, OR,694,7,
6996.00,WN,Southwest Airlines Co.,12278,ICT,Wichita, KS,15016,STL,St. Louis, MO,612,7,
6996.00,DL,Delta Air Lines Inc.,11066,CMH,Columbus, OH,13487,MSP,Minneapolis, MN,614,7,
6997.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,10423,AUS,Austin, TX,888,7,
7003.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,13342,MKE,Milwaukee, WI,888,7,
7006.00,AS,Alaska Airlines Inc.,14057,PDX,Portland, OR,12889,LAS,Las Vegas, NV,694,7,
7018.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,15304,TPA,Tampa, FL,614,7,
7019.00,MQ,Envoy Air,11298,DFW,Dallas/Fort Worth, TX,10781,BTR,Baton Rouge, LA,673,7,
7022.00,OO,SkyWest Airlines Inc.,14771,SFO,San Francisco, CA,14004,PAE,Everett, WA,673,7,
7027.00,OO,SkyWest Airlines Inc.,14698,SBP,San Luis Obispo, CA,14107,PHX,Phoenix, AZ,631,7,
7035.00,WN,Southwest Airlines Co.,15016,STL,St. Louis, MO,15370,TUL,Tulsa, OK,612,7,
7035.00,WN,Southwest Airlines Co.,12889,LAS,Las Vegas, NV,11540,ELP,El Paso, TX,612,7,
7036.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,12173,HNL,Honolulu, HI,624,7,
7039.00,WN,Southwest Airlines Co.,15370,TUL,Tulsa, OK,11292,DEN,Denver, CO,612,7,
7042.00,WN,Southwest Airlines Co.,15370,TUL,Tulsa, OK,15016,STL,St. Louis, MO,612,7,
7043.00,OO,SkyWest Airlines Inc.,15323,TRI,Bristol/Johnson City/Kingsport, TN,10397,ATL,Atlanta, GA,629,7,
7043.00,NK,Spirit Air Lines,11433,DTW,Detroit, MI,12953,LGA,New York, NY,694,7,
7043.00,WN,Southwest Airlines Co.,12339,IND,Indianapolis, IN,12191,HOU,Houston, TX,612,7,
7046.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,14893,SMF,Sacramento, CA,698,7,
7047.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,10397,ATL,Atlanta, GA,888,7,
7049.00,OO,SkyWest Airlines Inc.,10397,ATL,Atlanta, GA,15323,TRI,Bristol/Johnson City/Kingsport, TN,629,7,
7050.00,UA,United Air Lines Inc.,12953,LGA,New York, NY,11292,DEN,Denver, CO,694,7,
7051.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,11503,EGE,Eagle, CO,698,7,
7058.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,13487,MSP,Minneapolis, MN,699,7,
7061.00,UA,United Air Lines Inc.,15304,TPA,Tampa, FL,12266,IAH,Houston, TX,694,7,
7062.00,DL,Delta Air Lines Inc.,13198,MCI,Kansas City, MO,13487,MSP,Minneapolis, MN,694,7,
7064.00,WN,Southwest Airlines Co.,13796,OAK,Oakland, CA,14869,SLC,Salt Lake City, UT,612,7,
7064.00,WN,Southwest Airlines Co.,11057,CLT,Charlotte, NC,13232,MDW,Chicago, IL,612,7,
7067.00,WN,Southwest Airlines Co.,14679,SAN,San Diego, CA,10140,ABQ,Albuquerque, NM,612,7,
7068.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,12339,IND,Indianapolis, IN,614,7,
7071.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,13930,ORD,Chicago, IL,623,7,
7075.00,YV,Mesa Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,11140,CRP,Corpus Christi, TX,638,7,
7076.00,G4,Allegiant Air,11638,FAT,Fresno, CA,12889,LAS,Las Vegas, NV,698,7,
7079.00,AA,American Airlines Inc.,14100,PHL,Philadelphia, PA,10529,BDL,Hartford, CT,698,7,
7081.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,11433,DTW,Detroit, MI,655,7,
7082.00,YV,Mesa Airlines Inc.,12264,IAD,Washington, DC,11066,CMH,Columbus, OH,631,7,
7083.00,G4,Allegiant Air,14761,SFB,Sanford, FL,15412,TYS,Knoxville, TN,694,7,
7083.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,13198,MCI,Kansas City, MO,694,7,
7089.00,B6,JetBlue Airways,13495,MSY,New Orleans, LA,12478,JFK,New York, NY,694,7,
7089.00,AA,American Airlines Inc.,14683,SAT,San Antonio, TX,13930,ORD,Chicago, IL,614,7,
7098.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,14869,SLC,Salt Lake City, UT,694,7,
7098.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,11433,DTW,Detroit, MI,608,7,
7102.00,UA,United Air Lines Inc.,10792,BUF,Buffalo, NY,13930,ORD,Chicago, IL,694,7,
7102.00,AS,Alaska Airlines Inc.,12478,JFK,New York, NY,12892,LAX,Los Angeles, CA,721,7,
7104.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,12892,LAX,Los Angeles, CA,614,7,
7108.00,CP,Compass Airlines,14747,SEA,Seattle, WA,14252,PSC,Pasco/Kennewick/Richland, WA,673,7,
7108.00,CP,Compass Airlines,14252,PSC,Pasco/Kennewick/Richland, WA,14747,SEA,Seattle, WA,673,7,
7109.00,AA,American Airlines Inc.,14635,RSW,Fort Myers, FL,11057,CLT,Charlotte, NC,698,7,
7110.00,NK,Spirit Air Lines,12953,LGA,New York, NY,13577,MYR,Myrtle Beach, SC,694,7,
7110.00,AA,American Airlines Inc.,14100,PHL,Philadelphia, PA,11057,CLT,Charlotte, NC,698,7,
7113.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,14321,PWM,Portland, ME,698,7,
7119.00,UA,United Air Lines Inc.,11278,DCA,Washington, DC,13930,ORD,Chicago, IL,614,7,
7120.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,14635,RSW,Fort Myers, FL,698,7,
7122.00,AA,American Airlines Inc.,13930,ORD,Chicago, IL,12441,JAC,Jackson, WY,698,7,
7123.00,WN,Southwest Airlines Co.,15304,TPA,Tampa, FL,11278,DCA,Washington, DC,612,7,
7125.00,AA,American Airlines Inc.,13303,MIA,Miami, FL,14100,PHL,Philadelphia, PA,699,7,
7126.00,WN,Southwest Airlines Co.,10140,ABQ,Albuquerque, NM,12191,HOU,Houston, TX,614,7,
7126.00,UA,United Air Lines Inc.,10529,BDL,Hartford, CT,13930,ORD,Chicago, IL,888,7,
7127.00,DL,Delta Air Lines Inc.,12173,HNL,Honolulu, HI,10397,ATL,Atlanta, GA,624,7,
7127.00,WN,Southwest Airlines Co.,12889,LAS,Las Vegas, NV,12339,IND,Indianapolis, IN,612,7,
7132.00,OO,SkyWest Airlines Inc.,14908,SNA,Santa Ana, CA,12889,LAS,Las Vegas, NV,673,7,
7135.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,12953,LGA,New York, NY,694,7,
7143.00,AS,Alaska Airlines Inc.,12892,LAX,Los Angeles, CA,12889,LAS,Las Vegas, NV,698,7,
7143.00,B6,JetBlue Airways,10397,ATL,Atlanta, GA,12478,JFK,New York, NY,694,7,
7147.00,WN,Southwest Airlines Co.,13891,ONT,Ontario, CA,14771,SFO,San Francisco, CA,612,7,
7152.00,YX,Republic Airline,11433,DTW,Detroit, MI,11618,EWR,Newark, NJ,677,7,
7152.00,DL,Delta Air Lines Inc.,10821,BWI,Baltimore, MD,10397,ATL,Atlanta, GA,656,7,
7162.00,B6,JetBlue Airways,14893,SMF,Sacramento, CA,12954,LGB,Long Beach, CA,694,7,
7162.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,10434,AVP,Scranton/Wilkes-Barre, PA,638,7,
7163.00,WN,Southwest Airlines Co.,13198,MCI,Kansas City, MO,15304,TPA,Tampa, FL,612,7,
7169.00,WN,Southwest Airlines Co.,12889,LAS,Las Vegas, NV,13342,MKE,Milwaukee, WI,614,7,
7170.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,10599,BHM,Birmingham, AL,631,7,
7172.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,11066,CMH,Columbus, OH,614,7,
7173.00,WN,Southwest Airlines Co.,14057,PDX,Portland, OR,14831,SJC,San Jose, CA,614,7,
7174.00,YX,Republic Airline,12339,IND,Indianapolis, IN,14100,PHL,Philadelphia, PA,673,7,
7178.00,AS,Alaska Airlines Inc.,13198,MCI,Kansas City, MO,14747,SEA,Seattle, WA,888,7,
7180.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,11884,GEG,Spokane, WA,888,7,
7182.00,DL,Delta Air Lines Inc.,10529,BDL,Hartford, CT,11433,DTW,Detroit, MI,608,7,
7182.00,WN,Southwest Airlines Co.,14683,SAT,San Antonio, TX,13232,MDW,Chicago, IL,614,7,
7183.00,AA,American Airlines Inc.,13303,MIA,Miami, FL,14492,RDU,Raleigh/Durham, NC,698,7,
7184.00,AA,American Airlines Inc.,12266,IAH,Houston, TX,13303,MIA,Miami, FL,614,7,
7185.00,UA,United Air Lines Inc.,13204,MCO,Orlando, FL,11618,EWR,Newark, NJ,694,7,
7186.00,NK,Spirit Air Lines,13204,MCO,Orlando, FL,14843,SJU,San Juan, PR,694,7,
7186.00,AS,Alaska Airlines Inc.,14869,SLC,Salt Lake City, UT,14747,SEA,Seattle, WA,888,7,
7189.00,9E,Endeavor Air Inc.,11973,GPT,Gulfport/Biloxi, MS,10397,ATL,Atlanta, GA,638,7,
7191.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,12441,JAC,Jackson, WY,698,7,
7193.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,13487,MSP,Minneapolis, MN,694,7,
7195.00,MQ,Envoy Air,11298,DFW,Dallas/Fort Worth, TX,14783,SGF,Springfield, MO,673,7,
7196.00,NK,Spirit Air Lines,12892,LAX,Los Angeles, CA,13796,OAK,Oakland, CA,698,7,
7197.00,CP,Compass Airlines,12889,LAS,Las Vegas, NV,14679,SAN,San Diego, CA,673,7,
7198.00,WN,Southwest Airlines Co.,14893,SMF,Sacramento, CA,13232,MDW,Chicago, IL,614,7,
7198.00,AA,American Airlines Inc.,14893,SMF,Sacramento, CA,14107,PHX,Phoenix, AZ,694,7,
7206.00,AA,American Airlines Inc.,10529,BDL,Hartford, CT,14100,PHL,Philadelphia, PA,698,7,
7211.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,14107,PHX,Phoenix, AZ,614,7,
7212.00,AS,Alaska Airlines Inc.,12889,LAS,Las Vegas, NV,12892,LAX,Los Angeles, CA,698,7,
7212.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,10423,AUS,Austin, TX,614,7,
7214.00,WN,Southwest Airlines Co.,14307,PVD,Providence, RI,11278,DCA,Washington, DC,612,7,
7215.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,14122,PIT,Pittsburgh, PA,694,7,
7217.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,11278,DCA,Washington, DC,612,7,
7218.00,WN,Southwest Airlines Co.,11292,DEN,Denver, CO,15376,TUS,Tucson, AZ,612,7,
7218.00,NK,Spirit Air Lines,12889,LAS,Las Vegas, NV,10800,BUR,Burbank, CA,698,7,
7218.00,YV,Mesa Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,11540,ELP,El Paso, TX,638,7,
7223.00,SY,Sun Country Airlines d/b/a MN Airlines,12889,LAS,Las Vegas, NV,13487,MSP,Minneapolis, MN,614,7,
7227.00,WN,Southwest Airlines Co.,13198,MCI,Kansas City, MO,12953,LGA,New York, NY,612,7,
7229.00,WN,Southwest Airlines Co.,11986,GRR,Grand Rapids, MI,13232,MDW,Chicago, IL,612,7,
7232.00,WN,Southwest Airlines Co.,10423,AUS,Austin, TX,13495,MSY,New Orleans, LA,612,7,
7233.00,QX,Horizon Air,14771,SFO,San Francisco, CA,14908,SNA,Santa Ana, CA,673,7,
7234.00,WN,Southwest Airlines Co.,13342,MKE,Milwaukee, WI,12889,LAS,Las Vegas, NV,612,7,
7235.00,DL,Delta Air Lines Inc.,14869,SLC,Salt Lake City, UT,11884,GEG,Spokane, WA,698,7,
7236.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,14683,SAT,San Antonio, TX,698,7,
7240.00,WN,Southwest Airlines Co.,12264,IAD,Washington, DC,10397,ATL,Atlanta, GA,614,7,
7240.00,UA,United Air Lines Inc.,13204,MCO,Orlando, FL,12264,IAD,Washington, DC,888,7,
7240.00,WN,Southwest Airlines Co.,10599,BHM,Birmingham, AL,11259,DAL,Dallas, TX,612,7,
7245.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,12441,JAC,Jackson, WY,694,7,
7245.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,13198,MCI,Kansas City, MO,655,7,
7250.00,WN,Southwest Airlines Co.,11292,DEN,Denver, CO,12191,HOU,Houston, TX,614,7,
7250.00,AA,American Airlines Inc.,15096,SYR,Syracuse, NY,11057,CLT,Charlotte, NC,698,7,
7255.00,UA,United Air Lines Inc.,13204,MCO,Orlando, FL,14771,SFO,San Francisco, CA,888,7,
7259.00,B6,JetBlue Airways,12478,JFK,New York, NY,14321,PWM,Portland, ME,678,7,
7261.00,AS,Alaska Airlines Inc.,10397,ATL,Atlanta, GA,14747,SEA,Seattle, WA,888,7,
7263.00,WN,Southwest Airlines Co.,13232,MDW,Chicago, IL,13198,MCI,Kansas City, MO,614,7,
7263.00,NK,Spirit Air Lines,13204,MCO,Orlando, FL,10721,BOS,Boston, MA,694,7,
7264.00,UA,United Air Lines Inc.,11884,GEG,Spokane, WA,11292,DEN,Denver, CO,888,7,
7264.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,13204,MCO,Orlando, FL,614,7,
7265.00,AA,American Airlines Inc.,10721,BOS,Boston, MA,11057,CLT,Charlotte, NC,698,7,
7268.00,WN,Southwest Airlines Co.,13198,MCI,Kansas City, MO,11278,DCA,Washington, DC,612,7,
7268.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,13830,OGG,Kahului, HI,614,7,
7269.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,15304,TPA,Tampa, FL,698,7,
7271.00,DL,Delta Air Lines Inc.,11259,DAL,Dallas, TX,10397,ATL,Atlanta, GA,694,7,
7273.00,OO,SkyWest Airlines Inc.,12889,LAS,Las Vegas, NV,14908,SNA,Santa Ana, CA,673,7,
7274.00,DL,Delta Air Lines Inc.,12889,LAS,Las Vegas, NV,11433,DTW,Detroit, MI,888,7,
7275.00,WN,Southwest Airlines Co.,14570,RNO,Reno, NV,12892,LAX,Los Angeles, CA,612,7,
7277.00,WN,Southwest Airlines Co.,11042,CLE,Cleveland, OH,10821,BWI,Baltimore, MD,612,7,
7278.00,WN,Southwest Airlines Co.,14107,PHX,Phoenix, AZ,14057,PDX,Portland, OR,612,7,
7280.00,UA,United Air Lines Inc.,13204,MCO,Orlando, FL,12266,IAH,Houston, TX,614,7,
7283.00,UA,United Air Lines Inc.,14679,SAN,San Diego, CA,12264,IAD,Washington, DC,888,7,
7283.00,WN,Southwest Airlines Co.,11278,DCA,Washington, DC,15304,TPA,Tampa, FL,612,7,
7286.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,11193,CVG,Cincinnati, OH,614,7,
7291.00,9E,Endeavor Air Inc.,10397,ATL,Atlanta, GA,11973,GPT,Gulfport/Biloxi, MS,638,7,
7291.00,WN,Southwest Airlines Co.,10693,BNA,Nashville, TN,13487,MSP,Minneapolis, MN,612,7,
7291.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,13851,OKC,Oklahoma City, OK,631,7,
7293.00,DL,Delta Air Lines Inc.,14869,SLC,Salt Lake City, UT,11884,GEG,Spokane, WA,694,7,
7295.00,YX,Republic Airline,14321,PWM,Portland, ME,11278,DCA,Washington, DC,673,7,
7298.00,B6,JetBlue Airways,13796,OAK,Oakland, CA,12954,LGB,Long Beach, CA,694,7,
7301.00,WN,Southwest Airlines Co.,13342,MKE,Milwaukee, WI,15016,STL,St. Louis, MO,612,7,
7302.00,AA,American Airlines Inc.,14321,PWM,Portland, ME,11057,CLT,Charlotte, NC,698,7,
7303.00,WN,Southwest Airlines Co.,10693,BNA,Nashville, TN,13198,MCI,Kansas City, MO,612,7,
7303.00,WN,Southwest Airlines Co.,11292,DEN,Denver, CO,10713,BOI,Boise, ID,612,7,
7306.00,AS,Alaska Airlines Inc.,14771,SFO,San Francisco, CA,14679,SAN,San Diego, CA,694,7,
7307.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,15370,TUL,Tulsa, OK,655,7,
7308.00,B6,JetBlue Airways,12478,JFK,New York, NY,10785,BTV,Burlington, VT,678,7,
7310.00,WN,Southwest Airlines Co.,14107,PHX,Phoenix, AZ,13796,OAK,Oakland, CA,614,7,
7310.00,AA,American Airlines Inc.,14635,RSW,Fort Myers, FL,11057,CLT,Charlotte, NC,694,7,
7314.00,WN,Southwest Airlines Co.,11259,DAL,Dallas, TX,10693,BNA,Nashville, TN,614,7,
7315.00,B6,JetBlue Airways,13204,MCO,Orlando, FL,12197,HPN,White Plains, NY,678,7,
7315.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,14679,SAN,San Diego, CA,614,7,
7316.00,OO,SkyWest Airlines Inc.,14771,SFO,San Francisco, CA,10140,ABQ,Albuquerque, NM,673,7,
7316.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,14107,PHX,Phoenix, AZ,634,7,
7318.00,WN,Southwest Airlines Co.,10792,BUF,Buffalo, NY,13232,MDW,Chicago, IL,614,7,
7319.00,DL,Delta Air Lines Inc.,12953,LGA,New York, NY,14635,RSW,Fort Myers, FL,698,7,
7321.00,UA,United Air Lines Inc.,11298,DFW,Dallas/Fort Worth, TX,11618,EWR,Newark, NJ,698,7,
7322.00,QX,Horizon Air,14747,SEA,Seattle, WA,11603,EUG,Eugene, OR,482,7,
7323.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,14908,SNA,Santa Ana, CA,694,7,
7326.00,B6,JetBlue Airways,12954,LGB,Long Beach, CA,13796,OAK,Oakland, CA,694,7,
7328.00,9E,Endeavor Air Inc.,10397,ATL,Atlanta, GA,10208,AGS,Augusta, GA,629,7,
7331.00,WN,Southwest Airlines Co.,12953,LGA,New York, NY,13198,MCI,Kansas City, MO,612,7,
7336.00,9E,Endeavor Air Inc.,14783,SGF,Springfield, MO,10397,ATL,Atlanta, GA,638,7,
7339.00,AA,American Airlines Inc.,13303,MIA,Miami, FL,12266,IAH,Houston, TX,614,7,
7343.00,B6,JetBlue Airways,14027,PBI,West Palm Beach/Palm Beach, FL,10721,BOS,Boston, MA,694,7,
7346.00,SY,Sun Country Airlines d/b/a MN Airlines,10299,ANC,Anchorage, AK,13487,MSP,Minneapolis, MN,614,7,
7347.00,AA,American Airlines Inc.,14683,SAT,San Antonio, TX,11057,CLT,Charlotte, NC,698,7,
7350.00,9E,Endeavor Air Inc.,14492,RDU,Raleigh/Durham, NC,12953,LGA,New York, NY,638,7,
7350.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,11618,EWR,Newark, NJ,694,7,
7351.00,B6,JetBlue Airways,14576,ROC,Rochester, NY,12478,JFK,New York, NY,678,7,
7353.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,11996,GSP,Greer, SC,694,7,
7353.00,WN,Southwest Airlines Co.,15016,STL,St. Louis, MO,14100,PHL,Philadelphia, PA,612,7,
7354.00,YX,Republic Airline,11278,DCA,Washington, DC,12953,LGA,New York, NY,677,7,
7357.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,11066,CMH,Columbus, OH,614,7,
7363.00,B6,JetBlue Airways,11057,CLT,Charlotte, NC,10721,BOS,Boston, MA,678,7,
7363.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,12889,LAS,Las Vegas, NV,888,7,
7363.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,10821,BWI,Baltimore, MD,694,7,
7364.00,SY,Sun Country Airlines d/b/a MN Airlines,11292,DEN,Denver, CO,13487,MSP,Minneapolis, MN,614,7,
7365.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,12478,JFK,New York, NY,687,7,
7365.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,13198,MCI,Kansas City, MO,888,7,
7366.00,WN,Southwest Airlines Co.,11066,CMH,Columbus, OH,15304,TPA,Tampa, FL,612,7,
7367.00,WN,Southwest Airlines Co.,12892,LAX,Los Angeles, CA,14683,SAT,San Antonio, TX,612,7,
7368.00,YV,Mesa Airlines Inc.,14107,PHX,Phoenix, AZ,13476,MRY,Monterey, CA,638,7,
7370.00,OH,PSA Airlines Inc.,15624,VPS,Valparaiso, FL,11057,CLT,Charlotte, NC,638,7,
7371.00,WN,Southwest Airlines Co.,14679,SAN,San Diego, CA,10423,AUS,Austin, TX,614,7,
7376.00,WN,Southwest Airlines Co.,14193,PNS,Pensacola, FL,10693,BNA,Nashville, TN,612,7,
7380.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,13487,MSP,Minneapolis, MN,608,7,
7381.00,WN,Southwest Airlines Co.,15016,STL,St. Louis, MO,13851,OKC,Oklahoma City, OK,612,7,
7381.00,AA,American Airlines Inc.,12266,IAH,Houston, TX,12892,LAX,Los Angeles, CA,614,7,
7382.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,15412,TYS,Knoxville, TN,655,7,
7385.00,AS,Alaska Airlines Inc.,14771,SFO,San Francisco, CA,14057,PDX,Portland, OR,698,7,
7388.00,DL,Delta Air Lines Inc.,14869,SLC,Salt Lake City, UT,11433,DTW,Detroit, MI,694,7,
7390.00,AS,Alaska Airlines Inc.,15016,STL,St. Louis, MO,14747,SEA,Seattle, WA,888,7,
7391.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,14307,PVD,Providence, RI,694,7,
7393.00,9E,Endeavor Air Inc.,11433,DTW,Detroit, MI,11193,CVG,Cincinnati, OH,638,7,
7396.00,OH,PSA Airlines Inc.,10434,AVP,Scranton/Wilkes-Barre, PA,11057,CLT,Charlotte, NC,638,7,
7396.00,B6,JetBlue Airways,10721,BOS,Boston, MA,11298,DFW,Dallas/Fort Worth, TX,694,7,
7399.00,NK,Spirit Air Lines,10721,BOS,Boston, MA,10821,BWI,Baltimore, MD,694,7,
7400.00,B6,JetBlue Airways,12954,LGB,Long Beach, CA,14893,SMF,Sacramento, CA,694,7,
7402.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,10693,BNA,Nashville, TN,614,7,
7403.00,WN,Southwest Airlines Co.,14771,SFO,San Francisco, CA,14107,PHX,Phoenix, AZ,614,7,
7404.00,AA,American Airlines Inc.,13930,ORD,Chicago, IL,14683,SAT,San Antonio, TX,614,7,
7405.00,B6,JetBlue Airways,12478,JFK,New York, NY,13495,MSY,New Orleans, LA,694,7,
7405.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,11066,CMH,Columbus, OH,638,7,
7414.00,B6,JetBlue Airways,11298,DFW,Dallas/Fort Worth, TX,10721,BOS,Boston, MA,694,7,
7415.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,10721,BOS,Boston, MA,698,7,
7418.00,DL,Delta Air Lines Inc.,14492,RDU,Raleigh/Durham, NC,10721,BOS,Boston, MA,608,7,
7420.00,9E,Endeavor Air Inc.,12478,JFK,New York, NY,13930,ORD,Chicago, IL,638,7,
7424.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,13930,ORD,Chicago, IL,614,7,
7424.00,9E,Endeavor Air Inc.,10721,BOS,Boston, MA,12478,JFK,New York, NY,638,7,
7426.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,14679,SAN,San Diego, CA,612,7,
7426.00,WN,Southwest Airlines Co.,10713,BOI,Boise, ID,13796,OAK,Oakland, CA,612,7,
7426.00,9E,Endeavor Air Inc.,12478,JFK,New York, NY,10721,BOS,Boston, MA,638,7,
7428.00,UA,United Air Lines Inc.,10423,AUS,Austin, TX,13930,ORD,Chicago, IL,888,7,
7429.00,AS,Alaska Airlines Inc.,12892,LAX,Los Angeles, CA,14747,SEA,Seattle, WA,634,7,
7436.00,MQ,Envoy Air,14783,SGF,Springfield, MO,11298,DFW,Dallas/Fort Worth, TX,673,7,
7438.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,14771,SFO,San Francisco, CA,888,7,
7444.00,AA,American Airlines Inc.,14893,SMF,Sacramento, CA,14107,PHX,Phoenix, AZ,698,7,
7446.00,WN,Southwest Airlines Co.,11259,DAL,Dallas, TX,12992,LIT,Little Rock, AR,612,7,
7448.00,NK,Spirit Air Lines,10800,BUR,Burbank, CA,12889,LAS,Las Vegas, NV,698,7,
7448.00,WN,Southwest Airlines Co.,11884,GEG,Spokane, WA,11292,DEN,Denver, CO,614,7,
7450.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,12339,IND,Indianapolis, IN,698,7,
7451.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,12892,LAX,Los Angeles, CA,614,7,
7451.00,AA,American Airlines Inc.,10423,AUS,Austin, TX,14107,PHX,Phoenix, AZ,698,7,
7452.00,B6,JetBlue Airways,10800,BUR,Burbank, CA,12478,JFK,New York, NY,694,7,
7452.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,11259,DAL,Dallas, TX,694,7,
