PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
7455.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,14893,SMF,Sacramento, CA,694,7,
7456.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,15380,TVC,Traverse City, MI,631,7,
7460.00,UA,United Air Lines Inc.,15304,TPA,Tampa, FL,12264,IAD,Washington, DC,614,7,
7461.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,14635,RSW,Fort Myers, FL,614,7,
7465.00,WN,Southwest Airlines Co.,12892,LAX,Los Angeles, CA,10693,BNA,Nashville, TN,614,7,
7465.00,AA,American Airlines Inc.,10721,BOS,Boston, MA,11057,CLT,Charlotte, NC,694,7,
7467.00,DL,Delta Air Lines Inc.,13930,ORD,Chicago, IL,13487,MSP,Minneapolis, MN,698,7,
7467.00,WN,Southwest Airlines Co.,11259,DAL,Dallas, TX,10140,ABQ,Albuquerque, NM,614,7,
7467.00,DL,Delta Air Lines Inc.,10529,BDL,Hartford, CT,13487,MSP,Minneapolis, MN,698,7,
7470.00,SY,Sun Country Airlines d/b/a MN Airlines,13487,MSP,Minneapolis, MN,11292,DEN,Denver, CO,614,7,
7470.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,10397,ATL,Atlanta, GA,627,7,
7471.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,12889,LAS,Las Vegas, NV,614,7,
7477.00,WN,Southwest Airlines Co.,14307,PVD,Providence, RI,13232,MDW,Chicago, IL,612,7,
7478.00,WN,Southwest Airlines Co.,14492,RDU,Raleigh/Durham, NC,10397,ATL,Atlanta, GA,612,7,
7480.00,QX,Horizon Air,14057,PDX,Portland, OR,10713,BOI,Boise, ID,482,7,
7482.00,HA,Hawaiian Airlines Inc.,13830,OGG,Kahului, HI,14747,SEA,Seattle, WA,696,7,
7483.00,WN,Southwest Airlines Co.,12889,LAS,Las Vegas, NV,14057,PDX,Portland, OR,614,7,
7485.00,DL,Delta Air Lines Inc.,14869,SLC,Salt Lake City, UT,12892,LAX,Los Angeles, CA,614,7,
7485.00,AS,Alaska Airlines Inc.,14679,SAN,San Diego, CA,14831,SJC,San Jose, CA,698,7,
7489.00,ZW,Air Wisconsin Airlines Corp,13930,ORD,Chicago, IL,13342,MKE,Milwaukee, WI,629,7,
7490.00,YX,Republic Airline,15016,STL,St. Louis, MO,12953,LGA,New York, NY,673,7,
7490.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,12266,IAH,Houston, TX,698,7,
7494.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,15016,STL,St. Louis, MO,888,7,
7498.00,DL,Delta Air Lines Inc.,14771,SFO,San Francisco, CA,12892,LAX,Los Angeles, CA,608,7,
7502.00,DL,Delta Air Lines Inc.,14869,SLC,Salt Lake City, UT,10721,BOS,Boston, MA,888,7,
7505.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,10721,BOS,Boston, MA,694,7,
7505.00,WN,Southwest Airlines Co.,10693,BNA,Nashville, TN,14107,PHX,Phoenix, AZ,612,7,
7506.00,SY,Sun Country Airlines d/b/a MN Airlines,13487,MSP,Minneapolis, MN,12889,LAS,Las Vegas, NV,614,7,
7506.00,B6,JetBlue Airways,12478,JFK,New York, NY,14685,SAV,Savannah, GA,694,7,
7508.00,HA,Hawaiian Airlines Inc.,14107,PHX,Phoenix, AZ,12173,HNL,Honolulu, HI,696,7,
7511.00,9E,Endeavor Air Inc.,10208,AGS,Augusta, GA,10397,ATL,Atlanta, GA,629,7,
7511.00,WN,Southwest Airlines Co.,13851,OKC,Oklahoma City, OK,15016,STL,St. Louis, MO,612,7,
7511.00,WN,Southwest Airlines Co.,13198,MCI,Kansas City, MO,14107,PHX,Phoenix, AZ,612,7,
7513.00,WN,Southwest Airlines Co.,14027,PBI,West Palm Beach/Palm Beach, FL,10821,BWI,Baltimore, MD,612,7,
7514.00,WN,Southwest Airlines Co.,14107,PHX,Phoenix, AZ,14683,SAT,San Antonio, TX,612,7,
7514.00,UA,United Air Lines Inc.,10821,BWI,Baltimore, MD,11292,DEN,Denver, CO,888,7,
7519.00,WN,Southwest Airlines Co.,10397,ATL,Atlanta, GA,10423,AUS,Austin, TX,612,7,
7521.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,11278,DCA,Washington, DC,698,7,
7523.00,WN,Southwest Airlines Co.,11259,DAL,Dallas, TX,13244,MEM,Memphis, TN,612,7,
7523.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,12478,JFK,New York, NY,614,7,
7523.00,UA,United Air Lines Inc.,15304,TPA,Tampa, FL,13930,ORD,Chicago, IL,888,7,
7529.00,OO,SkyWest Airlines Inc.,14107,PHX,Phoenix, AZ,14698,SBP,San Luis Obispo, CA,631,7,
7530.00,CP,Compass Airlines,12892,LAX,Los Angeles, CA,14683,SAT,San Antonio, TX,673,7,
7531.00,B6,JetBlue Airways,12478,JFK,New York, NY,10154,ACK,Nantucket, MA,678,7,
7533.00,WN,Southwest Airlines Co.,12889,LAS,Las Vegas, NV,10693,BNA,Nashville, TN,612,7,
7536.00,B6,JetBlue Airways,14685,SAV,Savannah, GA,12478,JFK,New York, NY,694,7,
7546.00,WN,Southwest Airlines Co.,14683,SAT,San Antonio, TX,15016,STL,St. Louis, MO,612,7,
7547.00,9E,Endeavor Air Inc.,11193,CVG,Cincinnati, OH,11433,DTW,Detroit, MI,638,7,
7551.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,14771,SFO,San Francisco, CA,614,7,
7551.00,WN,Southwest Airlines Co.,10693,BNA,Nashville, TN,10721,BOS,Boston, MA,612,7,
7552.00,WN,Southwest Airlines Co.,14122,PIT,Pittsburgh, PA,15304,TPA,Tampa, FL,612,7,
7552.00,NK,Spirit Air Lines,13930,ORD,Chicago, IL,11697,FLL,Fort Lauderdale, FL,694,7,
7561.00,UA,United Air Lines Inc.,12892,LAX,Los Angeles, CA,12889,LAS,Las Vegas, NV,614,7,
7565.00,WN,Southwest Airlines Co.,10423,AUS,Austin, TX,14679,SAN,San Diego, CA,614,7,
7568.00,WN,Southwest Airlines Co.,13495,MSY,New Orleans, LA,11697,FLL,Fort Lauderdale, FL,612,7,
7569.00,G4,Allegiant Air,10466,AZA,Phoenix, AZ,14314,PVU,Provo, UT,694,7,
7569.00,UA,United Air Lines Inc.,13204,MCO,Orlando, FL,12264,IAD,Washington, DC,614,7,
7575.00,SY,Sun Country Airlines d/b/a MN Airlines,13487,MSP,Minneapolis, MN,10299,ANC,Anchorage, AK,614,7,
7576.00,DL,Delta Air Lines Inc.,15370,TUL,Tulsa, OK,10397,ATL,Atlanta, GA,655,7,
7576.00,WN,Southwest Airlines Co.,10713,BOI,Boise, ID,12889,LAS,Las Vegas, NV,612,7,
7579.00,QX,Horizon Air,11603,EUG,Eugene, OR,14747,SEA,Seattle, WA,482,7,
7580.00,OO,SkyWest Airlines Inc.,15380,TVC,Traverse City, MI,13930,ORD,Chicago, IL,631,7,
7580.00,YX,Republic Airline,11618,EWR,Newark, NJ,11433,DTW,Detroit, MI,677,7,
7582.00,WN,Southwest Airlines Co.,11618,EWR,Newark, NJ,15016,STL,St. Louis, MO,612,7,
7587.00,UA,United Air Lines Inc.,11298,DFW,Dallas/Fort Worth, TX,13930,ORD,Chicago, IL,694,7,
7590.00,DL,Delta Air Lines Inc.,14771,SFO,San Francisco, CA,14869,SLC,Salt Lake City, UT,888,7,
7590.00,YX,Republic Airline,11278,DCA,Washington, DC,14321,PWM,Portland, ME,673,7,
7591.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,13485,MSN,Madison, WI,614,7,
7593.00,HA,Hawaiian Airlines Inc.,13830,OGG,Kahului, HI,12892,LAX,Los Angeles, CA,696,7,
7594.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,13198,MCI,Kansas City, MO,694,7,
7597.00,NK,Spirit Air Lines,10529,BDL,Hartford, CT,13204,MCO,Orlando, FL,694,7,
7600.00,B6,JetBlue Airways,10721,BOS,Boston, MA,11057,CLT,Charlotte, NC,678,7,
7604.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,14027,PBI,West Palm Beach/Palm Beach, FL,612,7,
7607.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,12264,IAD,Washington, DC,888,7,
7607.00,YX,Republic Airline,14100,PHL,Philadelphia, PA,12339,IND,Indianapolis, IN,673,7,
7610.00,AS,Alaska Airlines Inc.,14831,SJC,San Jose, CA,14057,PDX,Portland, OR,614,7,
7611.00,AA,American Airlines Inc.,12758,KOA,Kona, HI,11298,DFW,Dallas/Fort Worth, TX,627,7,
7611.00,WN,Southwest Airlines Co.,11884,GEG,Spokane, WA,12889,LAS,Las Vegas, NV,612,7,
7614.00,AA,American Airlines Inc.,12339,IND,Indianapolis, IN,14107,PHX,Phoenix, AZ,698,7,
7616.00,OO,SkyWest Airlines Inc.,10693,BNA,Nashville, TN,13930,ORD,Chicago, IL,673,7,
7620.00,DL,Delta Air Lines Inc.,10821,BWI,Baltimore, MD,10397,ATL,Atlanta, GA,888,7,
7620.00,UA,United Air Lines Inc.,11278,DCA,Washington, DC,13930,ORD,Chicago, IL,612,7,
7620.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,14685,SAV,Savannah, GA,698,7,
7622.00,WN,Southwest Airlines Co.,14100,PHL,Philadelphia, PA,13204,MCO,Orlando, FL,612,7,
7622.00,WN,Southwest Airlines Co.,10693,BNA,Nashville, TN,10721,BOS,Boston, MA,614,7,
7624.00,B6,JetBlue Airways,12451,JAX,Jacksonville, FL,12478,JFK,New York, NY,694,7,
7624.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,15624,VPS,Valparaiso, FL,638,7,
7627.00,B6,JetBlue Airways,11433,DTW,Detroit, MI,10721,BOS,Boston, MA,678,7,
7627.00,UA,United Air Lines Inc.,12953,LGA,New York, NY,13930,ORD,Chicago, IL,694,7,
7627.00,AA,American Airlines Inc.,15016,STL,St. Louis, MO,11057,CLT,Charlotte, NC,614,7,
7630.00,HA,Hawaiian Airlines Inc.,14747,SEA,Seattle, WA,13830,OGG,Kahului, HI,696,7,
7633.00,AA,American Airlines Inc.,13204,MCO,Orlando, FL,13303,MIA,Miami, FL,699,7,
7635.00,B6,JetBlue Airways,11042,CLE,Cleveland, OH,10721,BOS,Boston, MA,678,7,
7637.00,WN,Southwest Airlines Co.,15304,TPA,Tampa, FL,11259,DAL,Dallas, TX,614,7,
7638.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,14635,RSW,Fort Myers, FL,694,7,
7643.00,WN,Southwest Airlines Co.,11066,CMH,Columbus, OH,10693,BNA,Nashville, TN,612,7,
7643.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,11298,DFW,Dallas/Fort Worth, TX,888,7,
7643.00,AA,American Airlines Inc.,13303,MIA,Miami, FL,13204,MCO,Orlando, FL,699,7,
7645.00,QX,Horizon Air,14747,SEA,Seattle, WA,13264,MFR,Medford, OR,482,7,
7645.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,14492,RDU,Raleigh/Durham, NC,699,7,
7646.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,14747,SEA,Seattle, WA,623,7,
7649.00,NK,Spirit Air Lines,13577,MYR,Myrtle Beach, SC,12953,LGA,New York, NY,694,7,
7649.00,DL,Delta Air Lines Inc.,10693,BNA,Nashville, TN,12892,LAX,Los Angeles, CA,614,7,
7655.00,9E,Endeavor Air Inc.,13487,MSP,Minneapolis, MN,11193,CVG,Cincinnati, OH,638,7,
7656.00,AA,American Airlines Inc.,10721,BOS,Boston, MA,13303,MIA,Miami, FL,699,7,
7658.00,UA,United Air Lines Inc.,12889,LAS,Las Vegas, NV,12266,IAH,Houston, TX,614,7,
7660.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,14576,ROC,Rochester, NY,614,7,
7660.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,12173,HNL,Honolulu, HI,888,7,
7665.00,DL,Delta Air Lines Inc.,14869,SLC,Salt Lake City, UT,10423,AUS,Austin, TX,698,7,
7665.00,DL,Delta Air Lines Inc.,10721,BOS,Boston, MA,14492,RDU,Raleigh/Durham, NC,608,7,
7667.00,DL,Delta Air Lines Inc.,13495,MSY,New Orleans, LA,11433,DTW,Detroit, MI,608,7,
7671.00,UA,United Air Lines Inc.,12173,HNL,Honolulu, HI,14771,SFO,San Francisco, CA,888,7,
7675.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,11278,DCA,Washington, DC,612,7,
7676.00,UA,United Air Lines Inc.,11278,DCA,Washington, DC,13930,ORD,Chicago, IL,694,7,
7677.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,13495,MSY,New Orleans, LA,608,7,
7679.00,UA,United Air Lines Inc.,13204,MCO,Orlando, FL,11618,EWR,Newark, NJ,614,7,
7680.00,B6,JetBlue Airways,12197,HPN,White Plains, NY,13204,MCO,Orlando, FL,678,7,
7680.00,AS,Alaska Airlines Inc.,14679,SAN,San Diego, CA,14771,SFO,San Francisco, CA,694,7,
7681.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,14100,PHL,Philadelphia, PA,608,7,
7683.00,WN,Southwest Airlines Co.,13232,MDW,Chicago, IL,10423,AUS,Austin, TX,614,7,
7689.00,B6,JetBlue Airways,10721,BOS,Boston, MA,12953,LGA,New York, NY,678,7,
7690.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,11618,EWR,Newark, NJ,694,7,
7690.00,AA,American Airlines Inc.,13303,MIA,Miami, FL,12478,JFK,New York, NY,627,7,
7692.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,12339,IND,Indianapolis, IN,698,7,
7693.00,DL,Delta Air Lines Inc.,13204,MCO,Orlando, FL,10721,BOS,Boston, MA,694,7,
7696.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,14492,RDU,Raleigh/Durham, NC,694,7,
7699.00,DL,Delta Air Lines Inc.,14771,SFO,San Francisco, CA,13487,MSP,Minneapolis, MN,888,7,
7702.00,OO,SkyWest Airlines Inc.,12266,IAH,Houston, TX,11433,DTW,Detroit, MI,638,7,
7705.00,HA,Hawaiian Airlines Inc.,13830,OGG,Kahului, HI,14771,SFO,San Francisco, CA,696,7,
7705.00,DL,Delta Air Lines Inc.,12889,LAS,Las Vegas, NV,12892,LAX,Los Angeles, CA,614,7,
7706.00,OO,SkyWest Airlines Inc.,11292,DEN,Denver, CO,11109,COS,Colorado Springs, CO,629,7,
7707.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,10713,BOI,Boise, ID,614,7,
7711.00,WN,Southwest Airlines Co.,14122,PIT,Pittsburgh, PA,11292,DEN,Denver, CO,614,7,
7713.00,DL,Delta Air Lines Inc.,10423,AUS,Austin, TX,12478,JFK,New York, NY,694,7,
7715.00,DL,Delta Air Lines Inc.,13198,MCI,Kansas City, MO,10397,ATL,Atlanta, GA,655,7,
7720.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,12523,JNU,Juneau, AK,612,7,
7722.00,WN,Southwest Airlines Co.,10693,BNA,Nashville, TN,14193,PNS,Pensacola, FL,612,7,
7723.00,UA,United Air Lines Inc.,14576,ROC,Rochester, NY,13930,ORD,Chicago, IL,614,7,
7723.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,10423,AUS,Austin, TX,694,7,
7724.00,DL,Delta Air Lines Inc.,14492,RDU,Raleigh/Durham, NC,10397,ATL,Atlanta, GA,694,7,
7726.00,QX,Horizon Air,12892,LAX,Los Angeles, CA,14004,PAE,Everett, WA,673,7,
7727.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,12892,LAX,Los Angeles, CA,634,7,
7731.00,WN,Southwest Airlines Co.,14107,PHX,Phoenix, AZ,13851,OKC,Oklahoma City, OK,612,7,
7732.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,10821,BWI,Baltimore, MD,888,7,
7732.00,B6,JetBlue Airways,12478,JFK,New York, NY,10397,ATL,Atlanta, GA,694,7,
7732.00,WN,Southwest Airlines Co.,11259,DAL,Dallas, TX,11278,DCA,Washington, DC,612,7,
7736.00,DL,Delta Air Lines Inc.,10423,AUS,Austin, TX,14869,SLC,Salt Lake City, UT,698,7,
7742.00,DL,Delta Air Lines Inc.,11630,FAI,Fairbanks, AK,14747,SEA,Seattle, WA,614,7,
7743.00,AA,American Airlines Inc.,12441,JAC,Jackson, WY,11298,DFW,Dallas/Fort Worth, TX,698,7,
7744.00,WN,Southwest Airlines Co.,13198,MCI,Kansas City, MO,13204,MCO,Orlando, FL,612,7,
7745.00,WN,Southwest Airlines Co.,11278,DCA,Washington, DC,14307,PVD,Providence, RI,612,7,
7746.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,10140,ABQ,Albuquerque, NM,612,7,
7747.00,AS,Alaska Airlines Inc.,14057,PDX,Portland, OR,13830,OGG,Kahului, HI,614,7,
7747.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,12266,IAH,Houston, TX,614,7,
7747.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,14307,PVD,Providence, RI,614,7,
7749.00,AA,American Airlines Inc.,14570,RNO,Reno, NV,13930,ORD,Chicago, IL,614,7,
7750.00,WN,Southwest Airlines Co.,10994,CHS,Charleston, SC,13232,MDW,Chicago, IL,612,7,
7750.00,B6,JetBlue Airways,10721,BOS,Boston, MA,14027,PBI,West Palm Beach/Palm Beach, FL,694,7,
7752.00,WN,Southwest Airlines Co.,10423,AUS,Austin, TX,11697,FLL,Fort Lauderdale, FL,612,7,
7754.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,13891,ONT,Ontario, CA,614,7,
7756.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,10693,BNA,Nashville, TN,614,7,
7761.00,9E,Endeavor Air Inc.,11193,CVG,Cincinnati, OH,13487,MSP,Minneapolis, MN,638,7,
7762.00,WN,Southwest Airlines Co.,10397,ATL,Atlanta, GA,11259,DAL,Dallas, TX,614,7,
7765.00,HA,Hawaiian Airlines Inc.,12173,HNL,Honolulu, HI,14771,SFO,San Francisco, CA,696,7,
7765.00,B6,JetBlue Airways,10423,AUS,Austin, TX,12478,JFK,New York, NY,694,7,
7768.00,UA,United Air Lines Inc.,14908,SNA,Santa Ana, CA,14771,SFO,San Francisco, CA,614,7,
7772.00,WN,Southwest Airlines Co.,10423,AUS,Austin, TX,10693,BNA,Nashville, TN,612,7,
7774.00,9E,Endeavor Air Inc.,10397,ATL,Atlanta, GA,14783,SGF,Springfield, MO,638,7,
7774.00,WN,Southwest Airlines Co.,13495,MSY,New Orleans, LA,11292,DEN,Denver, CO,612,7,
7776.00,B6,JetBlue Airways,12478,JFK,New York, NY,14576,ROC,Rochester, NY,678,7,
7777.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,11697,FLL,Fort Lauderdale, FL,888,7,
7780.00,UA,United Air Lines Inc.,12953,LGA,New York, NY,12266,IAH,Houston, TX,694,7,
7780.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,14107,PHX,Phoenix, AZ,614,7,
7782.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,11292,DEN,Denver, CO,614,7,
7786.00,DL,Delta Air Lines Inc.,13342,MKE,Milwaukee, WI,13487,MSP,Minneapolis, MN,888,7,
7787.00,NK,Spirit Air Lines,14843,SJU,San Juan, PR,13204,MCO,Orlando, FL,694,7,
7787.00,DL,Delta Air Lines Inc.,10721,BOS,Boston, MA,13204,MCO,Orlando, FL,694,7,
7796.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,11996,GSP,Greer, SC,614,7,
7800.00,DL,Delta Air Lines Inc.,14100,PHL,Philadelphia, PA,13487,MSP,Minneapolis, MN,608,7,
7803.00,YX,Republic Airline,11624,EYW,Key West, FL,13303,MIA,Miami, FL,673,7,
7807.00,WN,Southwest Airlines Co.,11697,FLL,Fort Lauderdale, FL,11259,DAL,Dallas, TX,612,7,
7811.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,11278,DCA,Washington, DC,612,7,
7811.00,DL,Delta Air Lines Inc.,14492,RDU,Raleigh/Durham, NC,12892,LAX,Los Angeles, CA,614,7,
7814.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,14492,RDU,Raleigh/Durham, NC,694,7,
7816.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,12758,KOA,Kona, HI,627,7,
7820.00,UA,United Air Lines Inc.,12892,LAX,Los Angeles, CA,12264,IAD,Washington, DC,614,7,
7821.00,UA,United Air Lines Inc.,11278,DCA,Washington, DC,13930,ORD,Chicago, IL,698,7,
7824.00,WN,Southwest Airlines Co.,11292,DEN,Denver, CO,14570,RNO,Reno, NV,612,7,
7827.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,13495,MSY,New Orleans, LA,698,7,
7828.00,WN,Southwest Airlines Co.,12892,LAX,Los Angeles, CA,15016,STL,St. Louis, MO,612,7,
7831.00,WN,Southwest Airlines Co.,14107,PHX,Phoenix, AZ,14747,SEA,Seattle, WA,612,7,
7831.00,YX,Republic Airline,12953,LGA,New York, NY,11278,DCA,Washington, DC,677,7,
7834.00,AA,American Airlines Inc.,12892,LAX,Los Angeles, CA,12266,IAH,Houston, TX,614,7,
7838.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,10693,BNA,Nashville, TN,612,7,
7839.00,G4,Allegiant Air,14314,PVU,Provo, UT,10466,AZA,Phoenix, AZ,694,7,
7846.00,UA,United Air Lines Inc.,14679,SAN,San Diego, CA,12266,IAH,Houston, TX,634,7,
7850.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,10397,ATL,Atlanta, GA,614,7,
7851.00,AA,American Airlines Inc.,15376,TUS,Tucson, AZ,13930,ORD,Chicago, IL,614,7,
7852.00,OH,PSA Airlines Inc.,14576,ROC,Rochester, NY,11057,CLT,Charlotte, NC,638,7,
7854.00,DL,Delta Air Lines Inc.,10821,BWI,Baltimore, MD,11433,DTW,Detroit, MI,694,7,
7854.00,NK,Spirit Air Lines,10721,BOS,Boston, MA,13204,MCO,Orlando, FL,694,7,
7854.00,AA,American Airlines Inc.,11057,CLT,Charlotte, NC,15016,STL,St. Louis, MO,614,7,
7855.00,OO,SkyWest Airlines Inc.,14908,SNA,Santa Ana, CA,14831,SJC,San Jose, CA,673,7,
7865.00,OO,SkyWest Airlines Inc.,11433,DTW,Detroit, MI,12266,IAH,Houston, TX,638,7,
7866.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,14679,SAN,San Diego, CA,614,7,
7868.00,B6,JetBlue Airways,10721,BOS,Boston, MA,11433,DTW,Detroit, MI,678,7,
7869.00,OO,SkyWest Airlines Inc.,14831,SJC,San Jose, CA,14908,SNA,Santa Ana, CA,673,7,
7870.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,12391,ISP,Islip, NY,612,7,
7874.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,12892,LAX,Los Angeles, CA,627,7,
7876.00,DL,Delta Air Lines Inc.,12889,LAS,Las Vegas, NV,12892,LAX,Los Angeles, CA,699,7,
7877.00,DL,Delta Air Lines Inc.,13198,MCI,Kansas City, MO,12892,LAX,Los Angeles, CA,694,7,
7879.00,AA,American Airlines Inc.,12264,IAD,Washington, DC,12892,LAX,Los Angeles, CA,614,7,
7881.00,WN,Southwest Airlines Co.,15376,TUS,Tucson, AZ,11292,DEN,Denver, CO,612,7,
7886.00,WN,Southwest Airlines Co.,13796,OAK,Oakland, CA,14057,PDX,Portland, OR,614,7,
7887.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,14576,ROC,Rochester, NY,638,7,
7889.00,B6,JetBlue Airways,12451,JAX,Jacksonville, FL,10721,BOS,Boston, MA,678,7,
7892.00,WN,Southwest Airlines Co.,14107,PHX,Phoenix, AZ,12191,HOU,Houston, TX,612,7,
7894.00,AA,American Airlines Inc.,10693,BNA,Nashville, TN,11057,CLT,Charlotte, NC,694,7,
7897.00,QX,Horizon Air,14004,PAE,Everett, WA,12892,LAX,Los Angeles, CA,673,7,
7898.00,UA,United Air Lines Inc.,13485,MSN,Madison, WI,11292,DEN,Denver, CO,614,7,
7899.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,14747,SEA,Seattle, WA,614,7,
7899.00,AA,American Airlines Inc.,10800,BUR,Burbank, CA,11298,DFW,Dallas/Fort Worth, TX,614,7,
7903.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,14100,PHL,Philadelphia, PA,614,7,
7903.00,WN,Southwest Airlines Co.,13232,MDW,Chicago, IL,12889,LAS,Las Vegas, NV,612,7,
7904.00,DL,Delta Air Lines Inc.,10713,BOI,Boise, ID,13487,MSP,Minneapolis, MN,614,7,
7905.00,B6,JetBlue Airways,12478,JFK,New York, NY,12954,LGB,Long Beach, CA,694,7,
7910.00,B6,JetBlue Airways,14843,SJU,San Juan, PR,10529,BDL,Hartford, CT,694,7,
7910.00,WN,Southwest Airlines Co.,10423,AUS,Austin, TX,13204,MCO,Orlando, FL,614,7,
7912.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,14771,SFO,San Francisco, CA,608,7,
7912.00,QX,Horizon Air,13486,MSO,Missoula, MT,14747,SEA,Seattle, WA,482,7,
7912.00,WN,Southwest Airlines Co.,10693,BNA,Nashville, TN,13342,MKE,Milwaukee, WI,612,7,
7913.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,14869,SLC,Salt Lake City, UT,614,7,
7914.00,B6,JetBlue Airways,14747,SEA,Seattle, WA,12954,LGB,Long Beach, CA,694,7,
7915.00,AA,American Airlines Inc.,11618,EWR,Newark, NJ,11057,CLT,Charlotte, NC,694,7,
7916.00,DL,Delta Air Lines Inc.,11278,DCA,Washington, DC,13487,MSP,Minneapolis, MN,694,7,
7917.00,YV,Mesa Airlines Inc.,13851,OKC,Oklahoma City, OK,12266,IAH,Houston, TX,673,7,
7920.00,WN,Southwest Airlines Co.,10140,ABQ,Albuquerque, NM,14679,SAN,San Diego, CA,612,7,
7923.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,12889,LAS,Las Vegas, NV,699,7,
7928.00,DL,Delta Air Lines Inc.,13891,ONT,Ontario, CA,10397,ATL,Atlanta, GA,614,7,
7929.00,UA,United Air Lines Inc.,12889,LAS,Las Vegas, NV,11618,EWR,Newark, NJ,614,7,
7929.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,12889,LAS,Las Vegas, NV,612,7,
7930.00,B6,JetBlue Airways,10721,BOS,Boston, MA,11042,CLE,Cleveland, OH,678,7,
7930.00,WN,Southwest Airlines Co.,13232,MDW,Chicago, IL,11057,CLT,Charlotte, NC,612,7,
7939.00,B6,JetBlue Airways,14027,PBI,West Palm Beach/Palm Beach, FL,11618,EWR,Newark, NJ,694,7,
7940.00,UA,United Air Lines Inc.,14027,PBI,West Palm Beach/Palm Beach, FL,11618,EWR,Newark, NJ,694,7,
7942.00,WN,Southwest Airlines Co.,14683,SAT,San Antonio, TX,10397,ATL,Atlanta, GA,612,7,
7943.00,DL,Delta Air Lines Inc.,12953,LGA,New York, NY,13487,MSP,Minneapolis, MN,699,7,
7943.00,DL,Delta Air Lines Inc.,15304,TPA,Tampa, FL,12953,LGA,New York, NY,698,7,
