PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
3990.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,15624,VPS,Valparaiso, FL,655,3,
3991.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,14679,SAN,San Diego, CA,694,3,
3992.00,B6,JetBlue Airways,10257,ALB,Albany, NY,13204,MCO,Orlando, FL,694,3,
3992.00,OO,SkyWest Airlines Inc.,14574,ROA,Roanoke, VA,10397,ATL,Atlanta, GA,629,3,
3992.00,DL,Delta Air Lines Inc.,12448,JAN,Jackson/Vicksburg, MS,10397,ATL,Atlanta, GA,608,3,
3992.00,CP,Compass Airlines,11292,DEN,Denver, CO,12892,LAX,Los Angeles, CA,673,3,
3993.00,WN,Southwest Airlines Co.,14869,SLC,Salt Lake City, UT,14679,SAN,San Diego, CA,612,3,
3993.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,13891,ONT,Ontario, CA,694,3,
3993.00,UA,United Air Lines Inc.,10529,BDL,Hartford, CT,12264,IAD,Washington, DC,698,3,
3993.00,YV,Mesa Airlines Inc.,15376,TUS,Tucson, AZ,12266,IAH,Houston, TX,673,3,
3993.00,WN,Southwest Airlines Co.,10800,BUR,Burbank, CA,14107,PHX,Phoenix, AZ,614,3,
3993.00,WN,Southwest Airlines Co.,12339,IND,Indianapolis, IN,15304,TPA,Tampa, FL,614,3,
3993.00,9E,Endeavor Air Inc.,10721,BOS,Boston, MA,11042,CLE,Cleveland, OH,638,3,
3995.00,YX,Republic Airline,11278,DCA,Washington, DC,14100,PHL,Philadelphia, PA,673,3,
3996.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,14986,SRQ,Sarasota/Bradenton, FL,888,3,
3996.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,12441,JAC,Jackson, WY,698,3,
3997.00,UA,United Air Lines Inc.,15304,TPA,Tampa, FL,11292,DEN,Denver, CO,614,3,
3997.00,WN,Southwest Airlines Co.,10140,ABQ,Albuquerque, NM,12191,HOU,Houston, TX,614,3,
3998.00,AS,Alaska Airlines Inc.,10423,AUS,Austin, TX,14747,SEA,Seattle, WA,694,3,
3998.00,WN,Southwest Airlines Co.,14107,PHX,Phoenix, AZ,14683,SAT,San Antonio, TX,614,3,
3998.00,B6,JetBlue Airways,13204,MCO,Orlando, FL,14869,SLC,Salt Lake City, UT,694,3,
3999.00,UA,United Air Lines Inc.,13891,ONT,Ontario, CA,11292,DEN,Denver, CO,694,3,
3999.00,C5,Commutair Aka Champlain Enterprises, Inc.,11618,EWR,Newark, NJ,12264,IAD,Washington, DC,675,3,
3999.00,WN,Southwest Airlines Co.,10397,ATL,Atlanta, GA,13796,OAK,Oakland, CA,614,3,
4000.00,DL,Delta Air Lines Inc.,14869,SLC,Salt Lake City, UT,12264,IAD,Washington, DC,614,3,
4001.00,WN,Southwest Airlines Co.,11697,FLL,Fort Lauderdale, FL,12391,ISP,Islip, NY,614,3,
4001.00,AA,American Airlines Inc.,13303,MIA,Miami, FL,11503,EGE,Eagle, CO,622,3,
4002.00,AS,Alaska Airlines Inc.,14679,SAN,San Diego, CA,10721,BOS,Boston, MA,888,3,
4002.00,DL,Delta Air Lines Inc.,10713,BOI,Boise, ID,14869,SLC,Salt Lake City, UT,614,3,
4002.00,MQ,Envoy Air,14122,PIT,Pittsburgh, PA,12953,LGA,New York, NY,676,3,
4002.00,MQ,Envoy Air,14193,PNS,Pensacola, FL,11298,DFW,Dallas/Fort Worth, TX,673,3,
4003.00,OH,PSA Airlines Inc.,10431,AVL,Asheville, NC,11057,CLT,Charlotte, NC,638,3,
4004.00,WN,Southwest Airlines Co.,12889,LAS,Las Vegas, NV,10792,BUF,Buffalo, NY,614,3,
4004.00,9E,Endeavor Air Inc.,10397,ATL,Atlanta, GA,14098,PHF,Newport News/Williamsburg, VA,638,3,
4004.00,CP,Compass Airlines,14869,SLC,Salt Lake City, UT,12954,LGB,Long Beach, CA,673,3,
4005.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,11423,DSM,Des Moines, IA,638,3,
4005.00,WN,Southwest Airlines Co.,10713,BOI,Boise, ID,11292,DEN,Denver, CO,612,3,
4005.00,G4,Allegiant Air,10466,AZA,Phoenix, AZ,11423,DSM,Des Moines, IA,694,3,
4005.00,B6,JetBlue Airways,14893,SMF,Sacramento, CA,12478,JFK,New York, NY,694,3,
4006.00,MQ,Envoy Air,11042,CLE,Cleveland, OH,13303,MIA,Miami, FL,675,3,
4006.00,NK,Spirit Air Lines,13204,MCO,Orlando, FL,10423,AUS,Austin, TX,698,3,
4006.00,WN,Southwest Airlines Co.,11292,DEN,Denver, CO,13342,MKE,Milwaukee, WI,614,3,
4007.00,SY,Sun Country Airlines d/b/a MN Airlines,13487,MSP,Minneapolis, MN,12892,LAX,Los Angeles, CA,614,3,
4008.00,UA,United Air Lines Inc.,14679,SAN,San Diego, CA,12264,IAD,Washington, DC,614,3,
4008.00,MQ,Envoy Air,10257,ALB,Albany, NY,13930,ORD,Chicago, IL,631,3,
4008.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,13204,MCO,Orlando, FL,839,3,
4008.00,B6,JetBlue Airways,15304,TPA,Tampa, FL,14843,SJU,San Juan, PR,694,3,
4009.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,10821,BWI,Baltimore, MD,699,3,
4010.00,WN,Southwest Airlines Co.,12889,LAS,Las Vegas, NV,11066,CMH,Columbus, OH,612,3,
4010.00,OO,SkyWest Airlines Inc.,15376,TUS,Tucson, AZ,14107,PHX,Phoenix, AZ,631,3,
4011.00,G4,Allegiant Air,14112,PIE,St. Petersburg, FL,11986,GRR,Grand Rapids, MI,694,3,
4011.00,UA,United Air Lines Inc.,14747,SEA,Seattle, WA,14771,SFO,San Francisco, CA,698,3,
4012.00,NK,Spirit Air Lines,13204,MCO,Orlando, FL,13495,MSY,New Orleans, LA,698,3,
4013.00,UA,United Air Lines Inc.,11697,FLL,Fort Lauderdale, FL,12264,IAD,Washington, DC,614,3,
4014.00,NK,Spirit Air Lines,10397,ATL,Atlanta, GA,12892,LAX,Los Angeles, CA,698,3,
4014.00,9E,Endeavor Air Inc.,11298,DFW,Dallas/Fort Worth, TX,11193,CVG,Cincinnati, OH,638,3,
4015.00,NK,Spirit Air Lines,12451,JAX,Jacksonville, FL,11433,DTW,Detroit, MI,694,3,
4017.00,AS,Alaska Airlines Inc.,13796,OAK,Oakland, CA,12758,KOA,Kona, HI,888,3,
4017.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,10868,CAE,Columbia, SC,638,3,
4017.00,WN,Southwest Airlines Co.,15016,STL,St. Louis, MO,14771,SFO,San Francisco, CA,614,3,
4017.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,12266,IAH,Houston, TX,694,3,
4018.00,YV,Mesa Airlines Inc.,14570,RNO,Reno, NV,14107,PHX,Phoenix, AZ,638,3,
4019.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,10713,BOI,Boise, ID,614,3,
4020.00,AA,American Airlines Inc.,15370,TUL,Tulsa, OK,11057,CLT,Charlotte, NC,614,3,
4023.00,WN,Southwest Airlines Co.,14107,PHX,Phoenix, AZ,14122,PIT,Pittsburgh, PA,614,3,
4023.00,B6,JetBlue Airways,10792,BUF,Buffalo, NY,11697,FLL,Fort Lauderdale, FL,694,3,
4024.00,NK,Spirit Air Lines,13204,MCO,Orlando, FL,12898,LBE,Latrobe, PA,694,3,
4024.00,WN,Southwest Airlines Co.,11540,ELP,El Paso, TX,14679,SAN,San Diego, CA,612,3,
4024.00,EV,ExpressJet Airlines LLC,11973,GPT,Gulfport/Biloxi, MS,12266,IAH,Houston, TX,675,3,
4024.00,NK,Spirit Air Lines,11697,FLL,Fort Lauderdale, FL,14524,RIC,Richmond, VA,694,3,
4024.00,NK,Spirit Air Lines,14122,PIT,Pittsburgh, PA,11697,FLL,Fort Lauderdale, FL,698,3,
4024.00,OO,SkyWest Airlines Inc.,14698,SBP,San Luis Obispo, CA,14107,PHX,Phoenix, AZ,631,3,
4025.00,B6,JetBlue Airways,11697,FLL,Fort Lauderdale, FL,12197,HPN,White Plains, NY,694,3,
4026.00,B6,JetBlue Airways,11697,FLL,Fort Lauderdale, FL,11042,CLE,Cleveland, OH,694,3,
4026.00,EV,ExpressJet Airlines LLC,12266,IAH,Houston, TX,11973,GPT,Gulfport/Biloxi, MS,675,3,
4026.00,9E,Endeavor Air Inc.,14122,PIT,Pittsburgh, PA,10721,BOS,Boston, MA,638,3,
4027.00,DL,Delta Air Lines Inc.,13303,MIA,Miami, FL,13487,MSP,Minneapolis, MN,694,3,
4028.00,DL,Delta Air Lines Inc.,10994,CHS,Charleston, SC,10397,ATL,Atlanta, GA,888,3,
4028.00,DL,Delta Air Lines Inc.,10423,AUS,Austin, TX,14747,SEA,Seattle, WA,614,3,
4028.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,13303,MIA,Miami, FL,694,3,
4029.00,CP,Compass Airlines,14869,SLC,Salt Lake City, UT,12889,LAS,Las Vegas, NV,673,3,
4029.00,WN,Southwest Airlines Co.,13232,MDW,Chicago, IL,10599,BHM,Birmingham, AL,612,3,
4030.00,NK,Spirit Air Lines,13204,MCO,Orlando, FL,10874,CAK,Akron, OH,698,3,
4030.00,NK,Spirit Air Lines,13204,MCO,Orlando, FL,14843,SJU,San Juan, PR,694,3,
4031.00,AA,American Airlines Inc.,11697,FLL,Fort Lauderdale, FL,13930,ORD,Chicago, IL,699,3,
4031.00,NK,Spirit Air Lines,14635,RSW,Fort Myers, FL,10821,BWI,Baltimore, MD,694,3,
4031.00,WN,Southwest Airlines Co.,14831,SJC,San Jose, CA,12191,HOU,Houston, TX,614,3,
4031.00,AA,American Airlines Inc.,13796,OAK,Oakland, CA,11298,DFW,Dallas/Fort Worth, TX,694,3,
4032.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,14492,RDU,Raleigh/Durham, NC,698,3,
4032.00,YX,Republic Airline,14524,RIC,Richmond, VA,13303,MIA,Miami, FL,673,3,
4032.00,YV,Mesa Airlines Inc.,14107,PHX,Phoenix, AZ,13244,MEM,Memphis, TN,638,3,
4033.00,AX,Trans States Airlines,11648,FCA,Kalispell, MT,11292,DEN,Denver, CO,675,3,
4034.00,OO,SkyWest Airlines Inc.,14831,SJC,San Jose, CA,10800,BUR,Burbank, CA,673,3,
4034.00,CP,Compass Airlines,13851,OKC,Oklahoma City, OK,12892,LAX,Los Angeles, CA,673,3,
4034.00,WN,Southwest Airlines Co.,11292,DEN,Denver, CO,10800,BUR,Burbank, CA,612,3,
4034.00,OO,SkyWest Airlines Inc.,12953,LGA,New York, NY,14524,RIC,Richmond, VA,631,3,
4035.00,G7,GoJet Airlines LLC d/b/a United Express,11433,DTW,Detroit, MI,15016,STL,St. Louis, MO,631,3,
4035.00,G7,GoJet Airlines LLC d/b/a United Express,11278,DCA,Washington, DC,14492,RDU,Raleigh/Durham, NC,631,3,
4035.00,C5,Commutair Aka Champlain Enterprises, Inc.,15096,SYR,Syracuse, NY,11618,EWR,Newark, NJ,675,3,
4035.00,AS,Alaska Airlines Inc.,11884,GEG,Spokane, WA,14747,SEA,Seattle, WA,634,3,
4035.00,DL,Delta Air Lines Inc.,10792,BUF,Buffalo, NY,11433,DTW,Detroit, MI,608,3,
4036.00,OO,SkyWest Airlines Inc.,10397,ATL,Atlanta, GA,14108,PIA,Peoria, IL,629,3,
4036.00,OH,PSA Airlines Inc.,11423,DSM,Des Moines, IA,11057,CLT,Charlotte, NC,638,3,
4037.00,DL,Delta Air Lines Inc.,14869,SLC,Salt Lake City, UT,15304,TPA,Tampa, FL,888,3,
4038.00,WN,Southwest Airlines Co.,14730,SDF,Louisville, KY,15304,TPA,Tampa, FL,612,3,
4038.00,CP,Compass Airlines,12892,LAX,Los Angeles, CA,11298,DFW,Dallas/Fort Worth, TX,673,3,
4039.00,NK,Spirit Air Lines,11066,CMH,Columbus, OH,15304,TPA,Tampa, FL,694,3,
4039.00,9E,Endeavor Air Inc.,10397,ATL,Atlanta, GA,12323,ILM,Wilmington, NC,629,3,
4040.00,WN,Southwest Airlines Co.,13796,OAK,Oakland, CA,11259,DAL,Dallas, TX,612,3,
4040.00,AS,Alaska Airlines Inc.,14057,PDX,Portland, OR,10299,ANC,Anchorage, AK,888,3,
4041.00,OO,SkyWest Airlines Inc.,12892,LAX,Los Angeles, CA,14570,RNO,Reno, NV,673,3,
4042.00,NK,Spirit Air Lines,12889,LAS,Las Vegas, NV,11066,CMH,Columbus, OH,694,3,
4042.00,WN,Southwest Airlines Co.,12339,IND,Indianapolis, IN,14635,RSW,Fort Myers, FL,614,3,
4043.00,DL,Delta Air Lines Inc.,14747,SEA,Seattle, WA,12478,JFK,New York, NY,888,3,
4043.00,AA,American Airlines Inc.,12339,IND,Indianapolis, IN,14107,PHX,Phoenix, AZ,694,3,
4044.00,YV,Mesa Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,14108,PIA,Peoria, IL,638,3,
4044.00,WN,Southwest Airlines Co.,14635,RSW,Fort Myers, FL,13232,MDW,Chicago, IL,614,3,
4045.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,11066,CMH,Columbus, OH,655,3,
4046.00,DL,Delta Air Lines Inc.,12953,LGA,New York, NY,13495,MSY,New Orleans, LA,694,3,
4046.00,B6,JetBlue Airways,10423,AUS,Austin, TX,12954,LGB,Long Beach, CA,694,3,
4047.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,14771,SFO,San Francisco, CA,614,3,
4047.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,13871,OMA,Omaha, NE,694,3,
4047.00,WN,Southwest Airlines Co.,15016,STL,St. Louis, MO,11433,DTW,Detroit, MI,612,3,
4048.00,DL,Delta Air Lines Inc.,14635,RSW,Fort Myers, FL,12478,JFK,New York, NY,888,3,
4049.00,B6,JetBlue Airways,14027,PBI,West Palm Beach/Palm Beach, FL,14307,PVD,Providence, RI,694,3,
4050.00,B6,JetBlue Airways,14524,RIC,Richmond, VA,11697,FLL,Fort Lauderdale, FL,694,3,
4050.00,WN,Southwest Airlines Co.,14908,SNA,Santa Ana, CA,12191,HOU,Houston, TX,612,3,
4050.00,NK,Spirit Air Lines,15304,TPA,Tampa, FL,11042,CLE,Cleveland, OH,694,3,
4050.00,AA,American Airlines Inc.,13487,MSP,Minneapolis, MN,11057,CLT,Charlotte, NC,614,3,
4051.00,NK,Spirit Air Lines,13487,MSP,Minneapolis, MN,12892,LAX,Los Angeles, CA,698,3,
4052.00,CP,Compass Airlines,14869,SLC,Salt Lake City, UT,10140,ABQ,Albuquerque, NM,673,3,
4052.00,DL,Delta Air Lines Inc.,11973,GPT,Gulfport/Biloxi, MS,10397,ATL,Atlanta, GA,614,3,
4053.00,AS,Alaska Airlines Inc.,12523,JNU,Juneau, AK,14747,SEA,Seattle, WA,888,3,
4053.00,NK,Spirit Air Lines,14635,RSW,Fort Myers, FL,11066,CMH,Columbus, OH,694,3,
4054.00,G4,Allegiant Air,12889,LAS,Las Vegas, NV,14570,RNO,Reno, NV,698,3,
4055.00,NK,Spirit Air Lines,10821,BWI,Baltimore, MD,14635,RSW,Fort Myers, FL,694,3,
4055.00,UA,United Air Lines Inc.,13204,MCO,Orlando, FL,12266,IAH,Houston, TX,622,3,
4056.00,AS,Alaska Airlines Inc.,12264,IAD,Washington, DC,12892,LAX,Los Angeles, CA,694,3,
4056.00,DL,Delta Air Lines Inc.,14747,SEA,Seattle, WA,10423,AUS,Austin, TX,614,3,
4056.00,9E,Endeavor Air Inc.,13487,MSP,Minneapolis, MN,11298,DFW,Dallas/Fort Worth, TX,638,3,
4057.00,MQ,Envoy Air,13303,MIA,Miami, FL,11066,CMH,Columbus, OH,675,3,
4057.00,UA,United Air Lines Inc.,14122,PIT,Pittsburgh, PA,11292,DEN,Denver, CO,888,3,
4058.00,DL,Delta Air Lines Inc.,12953,LGA,New York, NY,14986,SRQ,Sarasota/Bradenton, FL,694,3,
4058.00,AS,Alaska Airlines Inc.,13830,OGG,Kahului, HI,14679,SAN,San Diego, CA,614,3,
4060.00,9E,Endeavor Air Inc.,10397,ATL,Atlanta, GA,10874,CAK,Akron, OH,638,3,
4061.00,NK,Spirit Air Lines,11618,EWR,Newark, NJ,15304,TPA,Tampa, FL,698,3,
4061.00,NK,Spirit Air Lines,12889,LAS,Las Vegas, NV,13204,MCO,Orlando, FL,698,3,
4062.00,OO,SkyWest Airlines Inc.,10397,ATL,Atlanta, GA,14696,SBN,South Bend, IN,629,3,
4063.00,YV,Mesa Airlines Inc.,10693,BNA,Nashville, TN,12264,IAD,Washington, DC,673,3,
4063.00,OO,SkyWest Airlines Inc.,14108,PIA,Peoria, IL,10397,ATL,Atlanta, GA,629,3,
4063.00,NK,Spirit Air Lines,14100,PHL,Philadelphia, PA,12889,LAS,Las Vegas, NV,694,3,
4063.00,DL,Delta Air Lines Inc.,10874,CAK,Akron, OH,10397,ATL,Atlanta, GA,655,3,
4063.00,YX,Republic Airline,14492,RDU,Raleigh/Durham, NC,12266,IAH,Houston, TX,673,3,
4063.00,OO,SkyWest Airlines Inc.,10800,BUR,Burbank, CA,14831,SJC,San Jose, CA,673,3,
4064.00,WN,Southwest Airlines Co.,13232,MDW,Chicago, IL,14869,SLC,Salt Lake City, UT,612,3,
4064.00,AA,American Airlines Inc.,14683,SAT,San Antonio, TX,11057,CLT,Charlotte, NC,694,3,
4065.00,YV,Mesa Airlines Inc.,12266,IAH,Houston, TX,11057,CLT,Charlotte, NC,673,3,
4065.00,WN,Southwest Airlines Co.,14100,PHL,Philadelphia, PA,11697,FLL,Fort Lauderdale, FL,614,3,
4065.00,PT,Piedmont Airlines,14100,PHL,Philadelphia, PA,13296,MHT,Manchester, NH,675,3,
4065.00,NK,Spirit Air Lines,13495,MSY,New Orleans, LA,12889,LAS,Las Vegas, NV,698,3,
4065.00,CP,Compass Airlines,12892,LAX,Los Angeles, CA,13851,OKC,Oklahoma City, OK,673,3,
4065.00,OO,SkyWest Airlines Inc.,11292,DEN,Denver, CO,14869,SLC,Salt Lake City, UT,673,3,
4066.00,NK,Spirit Air Lines,13495,MSY,New Orleans, LA,15304,TPA,Tampa, FL,698,3,
4066.00,NK,Spirit Air Lines,11697,FLL,Fort Lauderdale, FL,12892,LAX,Los Angeles, CA,698,3,
4066.00,NK,Spirit Air Lines,12889,LAS,Las Vegas, NV,11292,DEN,Denver, CO,694,3,
4067.00,G4,Allegiant Air,14082,PGD,Punta Gorda, FL,14512,RFD,Rockford, IL,694,3,
4067.00,WN,Southwest Airlines Co.,14893,SMF,Sacramento, CA,11259,DAL,Dallas, TX,612,3,
4068.00,ZW,Air Wisconsin Airlines Corp,13930,ORD,Chicago, IL,13485,MSN,Madison, WI,629,3,
4068.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,10821,BWI,Baltimore, MD,694,3,
4068.00,WN,Southwest Airlines Co.,12278,ICT,Wichita, KS,14107,PHX,Phoenix, AZ,612,3,
4070.00,NK,Spirit Air Lines,14843,SJU,San Juan, PR,13204,MCO,Orlando, FL,694,3,
4070.00,AS,Alaska Airlines Inc.,10721,BOS,Boston, MA,14057,PDX,Portland, OR,888,3,
4071.00,WN,Southwest Airlines Co.,13487,MSP,Minneapolis, MN,13198,MCI,Kansas City, MO,612,3,
4072.00,B6,JetBlue Airways,14254,PSE,Ponce, PR,13204,MCO,Orlando, FL,694,3,
4073.00,QX,Horizon Air,11259,DAL,Dallas, TX,14747,SEA,Seattle, WA,673,3,
4073.00,NK,Spirit Air Lines,12892,LAX,Los Angeles, CA,14100,PHL,Philadelphia, PA,698,3,
4074.00,DL,Delta Air Lines Inc.,10299,ANC,Anchorage, AK,14747,SEA,Seattle, WA,614,3,
4074.00,G4,Allegiant Air,14512,RFD,Rockford, IL,10466,AZA,Phoenix, AZ,694,3,
4075.00,EV,ExpressJet Airlines LLC,12266,IAH,Houston, TX,15016,STL,St. Louis, MO,675,3,
4075.00,UA,United Air Lines Inc.,11066,CMH,Columbus, OH,11292,DEN,Denver, CO,614,3,
4076.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,11292,DEN,Denver, CO,614,3,
4076.00,NK,Spirit Air Lines,14100,PHL,Philadelphia, PA,11697,FLL,Fort Lauderdale, FL,694,3,
4077.00,QX,Horizon Air,10275,ALW,Walla Walla, WA,14747,SEA,Seattle, WA,482,3,
4078.00,OH,PSA Airlines Inc.,10868,CAE,Columbia, SC,11057,CLT,Charlotte, NC,638,3,
4078.00,AA,American Airlines Inc.,15304,TPA,Tampa, FL,14100,PHL,Philadelphia, PA,694,3,
4079.00,B6,JetBlue Airways,13204,MCO,Orlando, FL,15096,SYR,Syracuse, NY,694,3,
4079.00,DL,Delta Air Lines Inc.,14986,SRQ,Sarasota/Bradenton, FL,10397,ATL,Atlanta, GA,888,3,
4079.00,UA,United Air Lines Inc.,11042,CLE,Cleveland, OH,13204,MCO,Orlando, FL,614,3,
4079.00,CP,Compass Airlines,11298,DFW,Dallas/Fort Worth, TX,12892,LAX,Los Angeles, CA,673,3,
4081.00,NK,Spirit Air Lines,12889,LAS,Las Vegas, NV,10423,AUS,Austin, TX,694,3,
4081.00,F9,Frontier Airlines Inc.,13930,ORD,Chicago, IL,11292,DEN,Denver, CO,698,3,
4081.00,F9,Frontier Airlines Inc.,11193,CVG,Cincinnati, OH,14635,RSW,Fort Myers, FL,722,3,
4081.00,YX,Republic Airline,14100,PHL,Philadelphia, PA,10693,BNA,Nashville, TN,673,3,
4081.00,WN,Southwest Airlines Co.,11259,DAL,Dallas, TX,11057,CLT,Charlotte, NC,612,3,
4081.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,10849,BZN,Bozeman, MT,614,3,
4082.00,OO,SkyWest Airlines Inc.,14107,PHX,Phoenix, AZ,14794,SGU,St. George, UT,629,3,
4083.00,WN,Southwest Airlines Co.,11540,ELP,El Paso, TX,10423,AUS,Austin, TX,612,3,
4083.00,AA,American Airlines Inc.,14107,PHX,Phoenix, AZ,13891,ONT,Ontario, CA,694,3,
4084.00,QX,Horizon Air,14057,PDX,Portland, OR,11603,EUG,Eugene, OR,482,3,
4084.00,YX,Republic Airline,12451,JAX,Jacksonville, FL,13303,MIA,Miami, FL,673,3,
4085.00,AA,American Airlines Inc.,13303,MIA,Miami, FL,11278,DCA,Washington, DC,838,3,
4085.00,NK,Spirit Air Lines,13495,MSY,New Orleans, LA,12266,IAH,Houston, TX,694,3,
4085.00,NK,Spirit Air Lines,15304,TPA,Tampa, FL,13495,MSY,New Orleans, LA,698,3,
4086.00,DL,Delta Air Lines Inc.,11057,CLT,Charlotte, NC,14869,SLC,Salt Lake City, UT,614,3,
4086.00,AA,American Airlines Inc.,11278,DCA,Washington, DC,11298,DFW,Dallas/Fort Worth, TX,694,3,
4086.00,F9,Frontier Airlines Inc.,14771,SFO,San Francisco, CA,11292,DEN,Denver, CO,722,3,
4086.00,B6,JetBlue Airways,14986,SRQ,Sarasota/Bradenton, FL,12478,JFK,New York, NY,694,3,
4087.00,WN,Southwest Airlines Co.,10423,AUS,Austin, TX,11697,FLL,Fort Lauderdale, FL,612,3,
4088.00,DL,Delta Air Lines Inc.,14869,SLC,Salt Lake City, UT,10140,ABQ,Albuquerque, NM,614,3,
4089.00,B6,JetBlue Airways,13204,MCO,Orlando, FL,14254,PSE,Ponce, PR,694,3,
4089.00,NK,Spirit Air Lines,10397,ATL,Atlanta, GA,11042,CLE,Cleveland, OH,694,3,
4089.00,DL,Delta Air Lines Inc.,14321,PWM,Portland, ME,10397,ATL,Atlanta, GA,656,3,
4092.00,AA,American Airlines Inc.,11540,ELP,El Paso, TX,11298,DFW,Dallas/Fort Worth, TX,655,3,
4092.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,14747,SEA,Seattle, WA,614,3,
4092.00,B6,JetBlue Airways,11697,FLL,Fort Lauderdale, FL,10693,BNA,Nashville, TN,694,3,
4094.00,NK,Spirit Air Lines,15024,STT,Charlotte Amalie, VI,11697,FLL,Fort Lauderdale, FL,698,3,
4095.00,AA,American Airlines Inc.,12266,IAH,Houston, TX,11057,CLT,Charlotte, NC,698,3,
4097.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,14869,SLC,Salt Lake City, UT,614,3,
4097.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,12448,JAN,Jackson/Vicksburg, MS,608,3,
4098.00,UA,United Air Lines Inc.,14107,PHX,Phoenix, AZ,11618,EWR,Newark, NJ,888,3,
4098.00,F9,Frontier Airlines Inc.,11292,DEN,Denver, CO,14107,PHX,Phoenix, AZ,694,3,
4098.00,UA,United Air Lines Inc.,12982,LIH,Lihue, HI,14771,SFO,San Francisco, CA,622,3,
4101.00,AA,American Airlines Inc.,12478,JFK,New York, NY,11057,CLT,Charlotte, NC,699,3,
4101.00,UA,United Air Lines Inc.,12889,LAS,Las Vegas, NV,13930,ORD,Chicago, IL,694,3,
4101.00,B6,JetBlue Airways,11697,FLL,Fort Lauderdale, FL,14869,SLC,Salt Lake City, UT,694,3,
4102.00,G4,Allegiant Air,14570,RNO,Reno, NV,12889,LAS,Las Vegas, NV,698,3,
4102.00,B6,JetBlue Airways,14843,SJU,San Juan, PR,15304,TPA,Tampa, FL,694,3,
4103.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,13204,MCO,Orlando, FL,614,3,
4103.00,WN,Southwest Airlines Co.,14683,SAT,San Antonio, TX,10821,BWI,Baltimore, MD,612,3,
4103.00,AS,Alaska Airlines Inc.,11618,EWR,Newark, NJ,14679,SAN,San Diego, CA,888,3,
4106.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,13198,MCI,Kansas City, MO,614,3,
4108.00,NK,Spirit Air Lines,14679,SAN,San Diego, CA,13930,ORD,Chicago, IL,698,3,
4108.00,WN,Southwest Airlines Co.,14107,PHX,Phoenix, AZ,14492,RDU,Raleigh/Durham, NC,614,3,
4110.00,NK,Spirit Air Lines,14027,PBI,West Palm Beach/Palm Beach, FL,10721,BOS,Boston, MA,698,3,
4111.00,NK,Spirit Air Lines,12451,JAX,Jacksonville, FL,13930,ORD,Chicago, IL,694,3,
4113.00,MQ,Envoy Air,13487,MSP,Minneapolis, MN,13930,ORD,Chicago, IL,673,3,
4114.00,OH,PSA Airlines Inc.,14100,PHL,Philadelphia, PA,13577,MYR,Myrtle Beach, SC,638,3,
4115.00,9E,Endeavor Air Inc.,11298,DFW,Dallas/Fort Worth, TX,13487,MSP,Minneapolis, MN,638,3,
4115.00,AS,Alaska Airlines Inc.,11278,DCA,Washington, DC,14057,PDX,Portland, OR,614,3,
4119.00,G7,GoJet Airlines LLC d/b/a United Express,11986,GRR,Grand Rapids, MI,11433,DTW,Detroit, MI,631,3,
4119.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,14122,PIT,Pittsburgh, PA,612,3,
4119.00,WN,Southwest Airlines Co.,12992,LIT,Little Rock, AR,12889,LAS,Las Vegas, NV,612,3,
4119.00,OH,PSA Airlines Inc.,13871,OMA,Omaha, NE,11057,CLT,Charlotte, NC,638,3,
4120.00,YX,Republic Airline,10693,BNA,Nashville, TN,14100,PHL,Philadelphia, PA,673,3,
4120.00,NK,Spirit Air Lines,14524,RIC,Richmond, VA,13204,MCO,Orlando, FL,694,3,
4120.00,WN,Southwest Airlines Co.,12889,LAS,Las Vegas, NV,14679,SAN,San Diego, CA,614,3,
