PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
0.00,FX,Federal Express Corporation,10529,BDL,Hartford, CT,10535,BDR,Bridgeport, CT,416,3,
0.00,FX,Federal Express Corporation,10529,BDL,Hartford, CT,12339,IND,Indianapolis, IN,691,3,
0.00,FX,Federal Express Corporation,10529,BDL,Hartford, CT,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,10529,BDL,Hartford, CT,13244,MEM,Memphis, TN,626,3,
0.00,FX,Federal Express Corporation,10529,BDL,Hartford, CT,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,10558,BFF,Scottsbluff, NE,11122,CPR,Casper, WY,416,3,
0.00,FX,Federal Express Corporation,10561,BFL,Bakersfield, CA,13891,ONT,Ontario, CA,416,3,
0.00,FX,Federal Express Corporation,10562,BFM,Mobile, AL,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,10562,BFM,Mobile, AL,13244,MEM,Memphis, TN,692,3,
0.00,FX,Federal Express Corporation,10562,BFM,Mobile, AL,13244,MEM,Memphis, TN,730,3,
0.00,FX,Federal Express Corporation,10562,BFM,Mobile, AL,13244,MEM,Memphis, TN,732,3,
0.00,FX,Federal Express Corporation,10581,BGR,Bangor, ME,14231,PQI,Presque Isle/Houlton, ME,416,3,
0.00,FX,Federal Express Corporation,10581,BGR,Bangor, ME,14321,PWM,Portland, ME,416,3,
0.00,FX,Federal Express Corporation,10599,BHM,Birmingham, AL,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,10617,BIH,Bishop, CA,12436,IYK,Inyokern, CA,416,3,
0.00,FX,Federal Express Corporation,10620,BIL,Billings, MT,10713,BOI,Boise, ID,622,3,
0.00,FX,Federal Express Corporation,10620,BIL,Billings, MT,11775,FSD,Sioux Falls, SD,622,3,
0.00,FX,Federal Express Corporation,10620,BIL,Billings, MT,11775,FSD,Sioux Falls, SD,691,3,
0.00,FX,Federal Express Corporation,10620,BIL,Billings, MT,12003,GTF,Great Falls, MT,622,3,
0.00,FX,Federal Express Corporation,10620,BIL,Billings, MT,12896,LBB,Lubbock, TX,691,3,
0.00,FX,Federal Express Corporation,10620,BIL,Billings, MT,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,10620,BIL,Billings, MT,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,10627,BIS,Bismarck/Mandan, ND,11315,DIK,Dickinson, ND,416,3,
0.00,FX,Federal Express Corporation,10627,BIS,Bismarck/Mandan, ND,11637,FAR,Fargo, ND,110,3,
0.00,FX,Federal Express Corporation,10627,BIS,Bismarck/Mandan, ND,11637,FAR,Fargo, ND,416,3,
0.00,FX,Federal Express Corporation,10627,BIS,Bismarck/Mandan, ND,13433,MOT,Minot, ND,416,3,
0.00,FX,Federal Express Corporation,10631,BJI,Bemidji, MN,11637,FAR,Fargo, ND,416,3,
0.00,FX,Federal Express Corporation,10654,BKW,Beckley, WV,12223,HTS,Ashland, WV,416,3,
0.00,FX,Federal Express Corporation,10666,BLI,Bellingham, WA,11762,FRD,Friday Harbor, WA,416,3,
0.00,FX,Federal Express Corporation,10666,BLI,Bellingham, WA,14747,SEA,Seattle, WA,416,3,
0.00,FX,Federal Express Corporation,10685,BMI,Bloomington/Normal, IL,11823,FWA,Fort Wayne, IN,622,3,
0.00,FX,Federal Express Corporation,10685,BMI,Bloomington/Normal, IL,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,10685,BMI,Bloomington/Normal, IL,13485,MSN,Madison, WI,622,3,
0.00,FX,Federal Express Corporation,10693,BNA,Nashville, TN,11995,GSO,Greensboro/High Point, NC,622,3,
0.00,FX,Federal Express Corporation,10693,BNA,Nashville, TN,12339,IND,Indianapolis, IN,622,3,
0.00,FX,Federal Express Corporation,10693,BNA,Nashville, TN,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,10693,BNA,Nashville, TN,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,10693,BNA,Nashville, TN,13244,MEM,Memphis, TN,692,3,
0.00,FX,Federal Express Corporation,10713,BOI,Boise, ID,11122,CPR,Casper, WY,622,3,
0.00,FX,Federal Express Corporation,10713,BOI,Boise, ID,12896,LBB,Lubbock, TX,622,3,
0.00,FX,Federal Express Corporation,10713,BOI,Boise, ID,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,10713,BOI,Boise, ID,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,10713,BOI,Boise, ID,13796,OAK,Oakland, CA,622,3,
0.00,FX,Federal Express Corporation,10713,BOI,Boise, ID,13851,OKC,Oklahoma City, OK,691,3,
0.00,FX,Federal Express Corporation,10713,BOI,Boise, ID,14869,SLC,Salt Lake City, UT,691,3,
0.00,FX,Federal Express Corporation,10721,BOS,Boston, MA,11618,EWR,Newark, NJ,626,3,
0.00,FX,Federal Express Corporation,10721,BOS,Boston, MA,11618,EWR,Newark, NJ,691,3,
0.00,FX,Federal Express Corporation,10721,BOS,Boston, MA,12339,IND,Indianapolis, IN,626,3,
0.00,FX,Federal Express Corporation,10721,BOS,Boston, MA,12339,IND,Indianapolis, IN,691,3,
0.00,FX,Federal Express Corporation,10721,BOS,Boston, MA,12339,IND,Indianapolis, IN,740,3,
0.00,FX,Federal Express Corporation,10721,BOS,Boston, MA,13244,MEM,Memphis, TN,626,3,
0.00,FX,Federal Express Corporation,10721,BOS,Boston, MA,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,10721,BOS,Boston, MA,14100,PHL,Philadelphia, PA,691,3,
0.00,FX,Federal Express Corporation,10732,BQN,Aguadilla, PR,13244,MEM,Memphis, TN,626,3,
0.00,FX,Federal Express Corporation,10785,BTV,Burlington, VT,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,10785,BTV,Burlington, VT,14321,PWM,Portland, ME,622,3,
0.00,FX,Federal Express Corporation,10785,BTV,Burlington, VT,15096,SYR,Syracuse, NY,622,3,
0.00,FX,Federal Express Corporation,10792,BUF,Buffalo, NY,11823,FWA,Fort Wayne, IN,622,3,
0.00,FX,Federal Express Corporation,10792,BUF,Buffalo, NY,12339,IND,Indianapolis, IN,110,3,
0.00,FX,Federal Express Corporation,10792,BUF,Buffalo, NY,12339,IND,Indianapolis, IN,622,3,
0.00,FX,Federal Express Corporation,10792,BUF,Buffalo, NY,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,10792,BUF,Buffalo, NY,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,10792,BUF,Buffalo, NY,15096,SYR,Syracuse, NY,622,3,
0.00,FX,Federal Express Corporation,10800,BUR,Burbank, CA,12339,IND,Indianapolis, IN,691,3,
0.00,FX,Federal Express Corporation,10800,BUR,Burbank, CA,12896,LBB,Lubbock, TX,691,3,
0.00,FX,Federal Express Corporation,10800,BUR,Burbank, CA,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,10817,BWD,Brownwood, TX,10423,AUS,Austin, TX,416,3,
0.00,FX,Federal Express Corporation,10821,BWI,Baltimore, MD,11618,EWR,Newark, NJ,416,3,
0.00,FX,Federal Express Corporation,10821,BWI,Baltimore, MD,12339,IND,Indianapolis, IN,691,3,
0.00,FX,Federal Express Corporation,10821,BWI,Baltimore, MD,13230,MDT,Harrisburg, PA,691,3,
0.00,FX,Federal Express Corporation,10821,BWI,Baltimore, MD,13244,MEM,Memphis, TN,626,3,
0.00,FX,Federal Express Corporation,10821,BWI,Baltimore, MD,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,10821,BWI,Baltimore, MD,13244,MEM,Memphis, TN,730,3,
0.00,FX,Federal Express Corporation,10821,BWI,Baltimore, MD,14704,SBY,Salisbury, MD,416,3,
0.00,FX,Federal Express Corporation,10849,BZN,Bozeman, MT,12003,GTF,Great Falls, MT,416,3,
0.00,FX,Federal Express Corporation,10868,CAE,Columbia, SC,11995,GSO,Greensboro/High Point, NC,110,3,
0.00,FX,Federal Express Corporation,10868,CAE,Columbia, SC,12339,IND,Indianapolis, IN,622,3,
0.00,FX,Federal Express Corporation,10868,CAE,Columbia, SC,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,10868,CAE,Columbia, SC,13577,MYR,Myrtle Beach, SC,110,3,
0.00,FX,Federal Express Corporation,10918,CDC,Cedar City, UT,12889,LAS,Las Vegas, NV,416,3,
0.00,FX,Federal Express Corporation,10918,CDC,Cedar City, UT,14794,SGU,St. George, UT,416,3,
0.00,FX,Federal Express Corporation,10930,CEC,Crescent City, CA,10157,ACV,Arcata/Eureka, CA,416,3,
0.00,FX,Federal Express Corporation,10930,CEC,Crescent City, CA,14893,SMF,Sacramento, CA,416,3,
0.00,FX,Federal Express Corporation,10980,CHA,Chattanooga, TN,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,10994,CHS,Charleston, SC,12451,JAX,Jacksonville, FL,622,3,
0.00,FX,Federal Express Corporation,11002,CIC,Chico, CA,14893,SMF,Sacramento, CA,416,3,
0.00,FX,Federal Express Corporation,11003,CID,Cedar Rapids/Iowa City, IA,11423,DSM,Des Moines, IA,622,3,
0.00,FX,Federal Express Corporation,11003,CID,Cedar Rapids/Iowa City, IA,12339,IND,Indianapolis, IN,110,3,
0.00,FX,Federal Express Corporation,11003,CID,Cedar Rapids/Iowa City, IA,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,11003,CID,Cedar Rapids/Iowa City, IA,13485,MSN,Madison, WI,622,3,
0.00,FX,Federal Express Corporation,11013,CIU,Sault Ste. Marie, MI,11986,GRR,Grand Rapids, MI,416,3,
0.00,FX,Federal Express Corporation,11042,CLE,Cleveland, OH,11577,ERI,Erie, PA,416,3,
0.00,FX,Federal Express Corporation,11042,CLE,Cleveland, OH,11618,EWR,Newark, NJ,622,3,
0.00,FX,Federal Express Corporation,11042,CLE,Cleveland, OH,12339,IND,Indianapolis, IN,691,3,
0.00,FX,Federal Express Corporation,11042,CLE,Cleveland, OH,12917,LCK,Columbus, OH,691,3,
0.00,FX,Federal Express Corporation,11042,CLE,Cleveland, OH,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,11042,CLE,Cleveland, OH,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,11049,CLL,College Station/Bryan, TX,12266,IAH,Houston, TX,416,3,
0.00,FX,Federal Express Corporation,11050,CLM,Port Angeles, WA,14747,SEA,Seattle, WA,416,3,
0.00,FX,Federal Express Corporation,11057,CLT,Charlotte, NC,12339,IND,Indianapolis, IN,622,3,
0.00,FX,Federal Express Corporation,11057,CLT,Charlotte, NC,12339,IND,Indianapolis, IN,691,3,
0.00,FX,Federal Express Corporation,11057,CLT,Charlotte, NC,13230,MDT,Harrisburg, PA,691,3,
0.00,FX,Federal Express Corporation,11057,CLT,Charlotte, NC,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,11057,CLT,Charlotte, NC,13244,MEM,Memphis, TN,730,3,
0.00,FX,Federal Express Corporation,11057,CLT,Charlotte, NC,13244,MEM,Memphis, TN,732,3,
0.00,FX,Federal Express Corporation,11076,CMX,Hancock/Houghton, MI,11587,ESC,Escanaba, MI,416,3,
0.00,FX,Federal Express Corporation,11076,CMX,Hancock/Houghton, MI,13342,MKE,Milwaukee, WI,416,3,
0.00,FX,Federal Express Corporation,11097,COD,Cody, WY,11122,CPR,Casper, WY,416,3,
0.00,FX,Federal Express Corporation,11109,COS,Colorado Springs, CO,11921,GJT,Grand Junction, CO,622,3,
0.00,FX,Federal Express Corporation,11109,COS,Colorado Springs, CO,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,11122,CPR,Casper, WY,10558,BFF,Scottsbluff, NE,416,3,
0.00,FX,Federal Express Corporation,11122,CPR,Casper, WY,10620,BIL,Billings, MT,622,3,
0.00,FX,Federal Express Corporation,11122,CPR,Casper, WY,10713,BOI,Boise, ID,622,3,
0.00,FX,Federal Express Corporation,11122,CPR,Casper, WY,11097,COD,Cody, WY,416,3,
0.00,FX,Federal Express Corporation,11122,CPR,Casper, WY,12094,HDN,Hayden, CO,416,3,
0.00,FX,Federal Express Corporation,11122,CPR,Casper, WY,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,11122,CPR,Casper, WY,14543,RKS,Rock Springs, WY,416,3,
0.00,FX,Federal Express Corporation,11150,CSG,Columbus, GA,10397,ATL,Atlanta, GA,416,3,
0.00,FX,Federal Express Corporation,11150,CSG,Columbus, GA,13244,MEM,Memphis, TN,416,3,
0.00,FX,Federal Express Corporation,11193,CVG,Cincinnati, OH,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,11193,CVG,Cincinnati, OH,14730,SDF,Louisville, KY,691,3,
0.00,FX,Federal Express Corporation,11198,CVO,Corvallis, OR,14057,PDX,Portland, OR,416,3,
0.00,FX,Federal Express Corporation,11203,CWA,Mosinee, WI,13342,MKE,Milwaukee, WI,416,3,
0.00,FX,Federal Express Corporation,11203,CWA,Mosinee, WI,13485,MSN,Madison, WI,416,3,
0.00,FX,Federal Express Corporation,11267,DAY,Dayton, OH,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,10194,AFW,Dallas/Fort Worth, TX,622,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,11298,DFW,Dallas/Fort Worth, TX,691,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,11638,FAT,Fresno, CA,622,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,12339,IND,Indianapolis, IN,626,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,12892,LAX,Los Angeles, CA,626,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,12917,LCK,Columbus, OH,691,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,13244,MEM,Memphis, TN,626,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,13244,MEM,Memphis, TN,730,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,13244,MEM,Memphis, TN,732,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,13244,MEM,Memphis, TN,740,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,14107,PHX,Phoenix, AZ,691,3,
0.00,FX,Federal Express Corporation,11292,DEN,Denver, CO,14869,SLC,Salt Lake City, UT,691,3,
0.00,FX,Federal Express Corporation,11298,DFW,Dallas/Fort Worth, TX,11618,EWR,Newark, NJ,622,3,
0.00,FX,Federal Express Corporation,11298,DFW,Dallas/Fort Worth, TX,12339,IND,Indianapolis, IN,626,3,
0.00,FX,Federal Express Corporation,11298,DFW,Dallas/Fort Worth, TX,13244,MEM,Memphis, TN,626,3,
0.00,FX,Federal Express Corporation,11298,DFW,Dallas/Fort Worth, TX,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,11298,DFW,Dallas/Fort Worth, TX,13244,MEM,Memphis, TN,730,3,
0.00,FX,Federal Express Corporation,11298,DFW,Dallas/Fort Worth, TX,13244,MEM,Memphis, TN,732,3,
0.00,FX,Federal Express Corporation,11298,DFW,Dallas/Fort Worth, TX,13244,MEM,Memphis, TN,740,3,
0.00,FX,Federal Express Corporation,11308,DHN,Dothan, AL,13244,MEM,Memphis, TN,416,3,
0.00,FX,Federal Express Corporation,11315,DIK,Dickinson, ND,11637,FAR,Fargo, ND,416,3,
0.00,FX,Federal Express Corporation,11337,DLH,Duluth, MN,13487,MSP,Minneapolis, MN,110,3,
0.00,FX,Federal Express Corporation,11413,DRO,Durango, CO,10140,ABQ,Albuquerque, NM,416,3,
0.00,FX,Federal Express Corporation,11415,DRT,Del Rio, TX,14683,SAT,San Antonio, TX,416,3,
0.00,FX,Federal Express Corporation,11423,DSM,Des Moines, IA,11003,CID,Cedar Rapids/Iowa City, IA,622,3,
0.00,FX,Federal Express Corporation,11423,DSM,Des Moines, IA,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,11423,DSM,Des Moines, IA,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,11433,DTW,Detroit, MI,11618,EWR,Newark, NJ,622,3,
0.00,FX,Federal Express Corporation,11433,DTW,Detroit, MI,12339,IND,Indianapolis, IN,626,3,
0.00,FX,Federal Express Corporation,11433,DTW,Detroit, MI,12917,LCK,Columbus, OH,730,3,
0.00,FX,Federal Express Corporation,11433,DTW,Detroit, MI,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,11433,DTW,Detroit, MI,13244,MEM,Memphis, TN,730,3,
0.00,FX,Federal Express Corporation,11433,DTW,Detroit, MI,13244,MEM,Memphis, TN,732,3,
0.00,FX,Federal Express Corporation,11433,DTW,Detroit, MI,13244,MEM,Memphis, TN,740,3,
0.00,FX,Federal Express Corporation,11433,DTW,Detroit, MI,13342,MKE,Milwaukee, WI,730,3,
0.00,FX,Federal Express Corporation,11468,EAR,Kearney, NE,13871,OMA,Omaha, NE,416,3,
0.00,FX,Federal Express Corporation,11470,EAT,Wenatchee, WA,11884,GEG,Spokane, WA,416,3,
0.00,FX,Federal Express Corporation,11470,EAT,Wenatchee, WA,16101,YKM,Yakima, WA,416,3,
0.00,FX,Federal Express Corporation,11537,ELM,Elmira/Corning, NY,14576,ROC,Rochester, NY,416,3,
0.00,FX,Federal Express Corporation,11540,ELP,El Paso, TX,12339,IND,Indianapolis, IN,626,3,
0.00,FX,Federal Express Corporation,11540,ELP,El Paso, TX,12892,LAX,Los Angeles, CA,691,3,
0.00,FX,Federal Express Corporation,11540,ELP,El Paso, TX,13244,MEM,Memphis, TN,626,3,
0.00,FX,Federal Express Corporation,11540,ELP,El Paso, TX,13244,MEM,Memphis, TN,683,3,
0.00,FX,Federal Express Corporation,11540,ELP,El Paso, TX,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,11540,ELP,El Paso, TX,13244,MEM,Memphis, TN,732,3,
0.00,FX,Federal Express Corporation,11540,ELP,El Paso, TX,13244,MEM,Memphis, TN,740,3,
0.00,FX,Federal Express Corporation,11555,ENA,Kenai, AK,10299,ANC,Anchorage, AK,416,3,
0.00,FX,Federal Express Corporation,11587,ESC,Escanaba, MI,13342,MKE,Milwaukee, WI,416,3,
0.00,FX,Federal Express Corporation,11587,ESC,Escanaba, MI,13459,MQT,Marquette, MI,416,3,
0.00,FX,Federal Express Corporation,11588,ESD,Eastsound, WA,10666,BLI,Bellingham, WA,416,3,
0.00,FX,Federal Express Corporation,11588,ESD,Eastsound, WA,11762,FRD,Friday Harbor, WA,416,3,
0.00,FX,Federal Express Corporation,11603,EUG,Eugene, OR,14057,PDX,Portland, OR,416,3,
0.00,FX,Federal Express Corporation,11617,EWN,New Bern/Morehead/Beaufort, NC,14492,RDU,Raleigh/Durham, NC,110,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,10257,ALB,Albany, NY,416,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,10397,ATL,Atlanta, GA,622,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,10529,BDL,Hartford, CT,416,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,10529,BDL,Hartford, CT,691,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,10721,BOS,Boston, MA,416,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,10721,BOS,Boston, MA,691,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,10821,BWI,Baltimore, MD,416,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,11042,CLE,Cleveland, OH,622,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,11433,DTW,Detroit, MI,622,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,11697,FLL,Fort Lauderdale, FL,626,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,11995,GSO,Greensboro/High Point, NC,622,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,12264,IAD,Washington, DC,416,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,12264,IAD,Washington, DC,622,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,12339,IND,Indianapolis, IN,622,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,12339,IND,Indianapolis, IN,626,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,12339,IND,Indianapolis, IN,683,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,12339,IND,Indianapolis, IN,691,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,12339,IND,Indianapolis, IN,730,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,12339,IND,Indianapolis, IN,740,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,12892,LAX,Los Angeles, CA,626,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,12892,LAX,Los Angeles, CA,683,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,12892,LAX,Los Angeles, CA,740,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,13230,MDT,Harrisburg, PA,416,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,13244,MEM,Memphis, TN,626,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,13244,MEM,Memphis, TN,683,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,13244,MEM,Memphis, TN,730,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,13244,MEM,Memphis, TN,732,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,13244,MEM,Memphis, TN,740,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,13796,OAK,Oakland, CA,691,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,13796,OAK,Oakland, CA,740,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,13930,ORD,Chicago, IL,622,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,13930,ORD,Chicago, IL,626,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,14025,PBG,Plattsburgh, NY,416,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,14057,PDX,Portland, OR,740,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,14100,PHL,Philadelphia, PA,622,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,14122,PIT,Pittsburgh, PA,622,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,14307,PVD,Providence, RI,416,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,14576,ROC,Rochester, NY,416,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,14747,SEA,Seattle, WA,740,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,14831,SJC,San Jose, CA,691,3,
0.00,FX,Federal Express Corporation,11618,EWR,Newark, NJ,15096,SYR,Syracuse, NY,622,3,
0.00,FX,Federal Express Corporation,11624,EYW,Key West, FL,11697,FLL,Fort Lauderdale, FL,416,3,
0.00,FX,Federal Express Corporation,11630,FAI,Fairbanks, AK,10299,ANC,Anchorage, AK,110,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,10408,ATW,Appleton, WI,691,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,10627,BIS,Bismarck/Mandan, ND,110,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,10627,BIS,Bismarck/Mandan, ND,416,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,10631,BJI,Bemidji, MN,416,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,11315,DIK,Dickinson, ND,416,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,12339,IND,Indianapolis, IN,691,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,12389,ISN,Williston, ND,416,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,13244,MEM,Memphis, TN,692,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,13342,MKE,Milwaukee, WI,691,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,13433,MOT,Minot, ND,416,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,13930,ORD,Chicago, IL,691,3,
0.00,FX,Federal Express Corporation,11637,FAR,Fargo, ND,15370,TUL,Tulsa, OK,691,3,
0.00,FX,Federal Express Corporation,11638,FAT,Fresno, CA,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,11638,FAT,Fresno, CA,13796,OAK,Oakland, CA,622,3,
0.00,FX,Federal Express Corporation,11638,FAT,Fresno, CA,14691,SBD,San Bernardino, CA,622,3,
0.00,FX,Federal Express Corporation,11648,FCA,Kalispell, MT,12003,GTF,Great Falls, MT,110,3,
0.00,FX,Federal Express Corporation,11695,FLG,Flagstaff, AZ,12132,HII,Lake Havasu City, AZ,416,3,
0.00,FX,Federal Express Corporation,11695,FLG,Flagstaff, AZ,13785,NYL,Yuma, AZ,416,3,
0.00,FX,Federal Express Corporation,11695,FLG,Flagstaff, AZ,14107,PHX,Phoenix, AZ,416,3,
0.00,FX,Federal Express Corporation,11697,FLL,Fort Lauderdale, FL,10868,CAE,Columbia, SC,622,3,
0.00,FX,Federal Express Corporation,11697,FLL,Fort Lauderdale, FL,11618,EWR,Newark, NJ,626,3,
0.00,FX,Federal Express Corporation,11697,FLL,Fort Lauderdale, FL,11624,EYW,Key West, FL,416,3,
0.00,FX,Federal Express Corporation,11697,FLL,Fort Lauderdale, FL,11995,GSO,Greensboro/High Point, NC,622,3,
0.00,FX,Federal Express Corporation,11697,FLL,Fort Lauderdale, FL,13204,MCO,Orlando, FL,740,3,
0.00,FX,Federal Express Corporation,11697,FLL,Fort Lauderdale, FL,13244,MEM,Memphis, TN,622,3,
0.00,FX,Federal Express Corporation,11697,FLL,Fort Lauderdale, FL,13244,MEM,Memphis, TN,626,3,
0.00,FX,Federal Express Corporation,11697,FLL,Fort Lauderdale, FL,13244,MEM,Memphis, TN,691,3,
0.00,FX,Federal Express Corporation,11697,FLL,Fort Lauderdale, FL,13244,MEM,Memphis, TN,730,3,
0.00,FX,Federal Express Corporation,11697,FLL,Fort Lauderdale, FL,13244,MEM,Memphis, TN,732,3,
0.00,FX,Federal Express Corporation,11697,FLL,Fort Lauderdale, FL,13244,MEM,Memphis, TN,740,3,
0.00,FX,Federal Express Corporation,11697,FLL,Fort Lauderdale, FL,13501,MTH,Marathon, FL,416,3,
